time	diversity	m_div	M_div
0.0	461.0	461.0	461.0
0.10007818608287725	0.0	0.0	0.0
0.2001563721657545	0.0	0.0	0.0
0.30023455824863177	0.0	0.0	0.0
0.400312744331509	0.0	0.0	0.0
0.5003909304143862	0.0	0.0	0.0
0.6004691164972635	0.0	0.0	0.0
0.7005473025801408	0.0	0.0	0.0
0.800625488663018	0.0	0.0	0.0
0.9007036747458952	0.0	0.0	0.0
1.0007818608287724	0.0	0.0	0.0
1.1008600469116496	0.0	0.0	0.0
1.200938232994527	0.0	0.0	0.0
1.3010164190774043	0.0	0.0	0.0
1.4010946051602815	0.0	0.0	0.0
1.5011727912431587	0.0	0.0	0.0
1.601250977326036	0.0	0.0	0.0
1.7013291634089132	0.0	0.0	0.0
1.8014073494917904	0.0	0.0	0.0
1.9014855355746676	0.0	0.0	0.0
2.001563721657545	0.0	0.0	0.0
2.1016419077404223	0.0	0.0	0.0
2.2017200938232993	0.0	0.0	0.0
2.3017982799061767	0.0	0.0	0.0
2.401876465989054	0.0	0.0	0.0
2.501954652071931	0.0	0.0	0.0
2.6020328381548086	0.0	0.0	0.0
2.7021110242376856	0.0	0.0	0.0
2.802189210320563	0.0	0.0	0.0
2.90226739640344	0.0	0.0	0.0
3.0023455824863174	0.0	0.0	0.0
3.1024237685691944	0.0	0.0	0.0
3.202501954652072	0.0	0.0	0.0
3.3025801407349493	0.0	0.0	0.0
3.4026583268178263	0.0	0.0	0.0
3.5027365129007038	0.0	0.0	0.0
3.6028146989835808	0.0	0.0	0.0
3.702892885066458	0.0	0.0	0.0
3.802971071149335	0.0	0.0	0.0
3.9030492572322126	0.0	0.0	0.0
4.00312744331509	0.0	0.0	0.0
4.1032056293979675	0.0	0.0	0.0
4.2032838154808445	0.0	0.0	0.0
4.3033620015637215	0.0	0.0	0.0
4.4034401876465985	0.0	0.0	0.0
4.503518373729476	0.0	0.0	0.0
4.603596559812353	0.0	0.0	0.0
4.70367474589523	0.0	0.0	0.0
4.803752931978108	0.0	0.0	0.0
4.903831118060985	0.0	0.0	0.0
5.003909304143862	0.0	0.0	0.0
5.103987490226739	0.0	0.0	0.0
5.204065676309617	0.0	0.0	0.0
5.304143862392494	0.0	0.0	0.0
5.404222048475371	0.0	0.0	0.0
5.504300234558248	0.0	0.0	0.0
5.604378420641126	0.0	0.0	0.0
5.704456606724003	0.0	0.0	0.0
5.80453479280688	0.0	0.0	0.0
5.904612978889758	0.0	0.0	0.0
6.004691164972635	0.0	0.0	0.0
6.104769351055512	0.0	0.0	0.0
6.204847537138389	0.0	0.0	0.0
6.304925723221267	0.0	0.0	0.0
6.405003909304144	0.0	0.0	0.0
6.505082095387021	0.0	0.0	0.0
6.605160281469899	0.0	0.0	0.0
6.705238467552776	0.0	0.0	0.0
6.805316653635653	0.0	0.0	0.0
6.90539483971853	0.0	0.0	0.0
7.0054730258014075	0.0	0.0	0.0
7.1055512118842845	0.0	0.0	0.0
7.2056293979671615	0.0	0.0	0.0
7.305707584050039	0.0	0.0	0.0
7.405785770132916	0.0	0.0	0.0
7.505863956215793	0.0	0.0	0.0
7.60594214229867	0.0	0.0	0.0
7.706020328381548	0.0	0.0	0.0
7.806098514464425	0.0	0.0	0.0
7.906176700547302	0.0	0.0	0.0
8.00625488663018	0.0	0.0	0.0
8.106333072713056	0.0	0.0	0.0
8.206411258795935	0.0	0.0	0.0
8.306489444878812	0.0	0.0	0.0
8.406567630961689	0.0	0.0	0.0
8.506645817044566	0.0	0.0	0.0
8.606724003127443	0.0	0.0	0.0
8.70680218921032	0.0	0.0	0.0
8.806880375293197	0.0	0.0	0.0
8.906958561376076	0.0	0.0	0.0
9.007036747458953	0.0	0.0	0.0
9.10711493354183	0.0	0.0	0.0
9.207193119624707	0.0	0.0	0.0
9.307271305707584	0.0	0.0	0.0
9.40734949179046	0.0	0.0	0.0
9.507427677873338	0.0	0.0	0.0
9.607505863956217	0.0	0.0	0.0
9.707584050039094	0.0	0.0	0.0
9.80766223612197	0.0	0.0	0.0
9.907740422204848	0.0	0.0	0.0
10.007818608287725	0.0	0.0	0.0
10.107896794370602	0.0	0.0	0.0
10.207974980453479	0.0	0.0	0.0
10.308053166536356	0.0	0.0	0.0
10.408131352619234	0.0	0.0	0.0
10.508209538702111	0.0	0.0	0.0
10.608287724784988	0.0	0.0	0.0
10.708365910867865	0.0	0.0	0.0
10.808444096950742	0.0	0.0	0.0
10.90852228303362	0.0	0.0	0.0
11.008600469116496	0.0	0.0	0.0
11.108678655199375	0.0	0.0	0.0
11.208756841282252	0.0	0.0	0.0
11.308835027365129	0.0	0.0	0.0
11.408913213448006	0.0	0.0	0.0
11.508991399530883	0.0	0.0	0.0
11.60906958561376	0.0	0.0	0.0
11.709147771696637	0.0	0.0	0.0
11.809225957779516	0.0	0.0	0.0
11.909304143862393	0.0	0.0	0.0
12.00938232994527	0.0	0.0	0.0
12.109460516028147	0.0	0.0	0.0
12.209538702111024	0.0	0.0	0.0
12.3096168881939	0.0	0.0	0.0
12.409695074276778	0.0	0.0	0.0
12.509773260359657	0.0	0.0	0.0
12.609851446442534	0.0	0.0	0.0
12.70992963252541	0.0	0.0	0.0
12.810007818608288	0.0	0.0	0.0
12.910086004691165	0.0	0.0	0.0
13.010164190774042	0.0	0.0	0.0
13.110242376856919	0.0	0.0	0.0
13.210320562939797	0.0	0.0	0.0
13.310398749022674	0.0	0.0	0.0
13.410476935105551	0.0	0.0	0.0
13.510555121188428	0.0	0.0	0.0
13.610633307271305	0.0	0.0	0.0
13.710711493354182	0.0	0.0	0.0
13.81078967943706	0.0	0.0	0.0
13.910867865519938	0.0	0.0	0.0
14.010946051602815	0.0	0.0	0.0
14.111024237685692	0.0	0.0	0.0
14.211102423768569	0.0	0.0	0.0
14.311180609851446	0.0	0.0	0.0
14.411258795934323	0.0	0.0	0.0
14.5113369820172	0.0	0.0	0.0
14.611415168100079	0.0	0.0	0.0
14.711493354182956	0.0	0.0	0.0
14.811571540265833	0.0	0.0	0.0
14.91164972634871	0.0	0.0	0.0
15.011727912431587	0.0	0.0	0.0
15.111806098514464	0.0	0.0	0.0
15.21188428459734	0.0	0.0	0.0
15.31196247068022	0.0	0.0	0.0
15.412040656763097	0.0	0.0	0.0
15.512118842845974	0.0	0.0	0.0
15.61219702892885	0.0	0.0	0.0
15.712275215011728	0.0	0.0	0.0
15.812353401094605	0.0	0.0	0.0
15.912431587177482	0.0	0.0	0.0
16.01250977326036	0.0	0.0	0.0
16.112587959343237	0.0	0.0	0.0
16.212666145426113	0.0	0.0	0.0
16.31274433150899	0.0	0.0	0.0
16.41282251759187	0.0	0.0	0.0
16.512900703674745	0.0	0.0	0.0
16.612978889757624	0.0	0.0	0.0
16.7130570758405	0.0	0.0	0.0
16.813135261923378	0.0	0.0	0.0
16.913213448006253	0.0	0.0	0.0
17.013291634089132	0.0	0.0	0.0
17.11336982017201	0.0	0.0	0.0
17.213448006254886	0.0	0.0	0.0
17.313526192337765	0.0	0.0	0.0
17.41360437842064	0.0	0.0	0.0
17.51368256450352	0.0	0.0	0.0
17.613760750586394	0.0	0.0	0.0
17.713838936669273	0.0	0.0	0.0
17.81391712275215	0.0	0.0	0.0
17.913995308835027	0.0	0.0	0.0
18.014073494917906	0.0	0.0	0.0
18.11415168100078	0.0	0.0	0.0
18.21422986708366	0.0	0.0	0.0
18.314308053166535	0.0	0.0	0.0
18.414386239249414	0.0	0.0	0.0
18.514464425332292	0.0	0.0	0.0
18.614542611415168	0.0	0.0	0.0
18.714620797498046	0.0	0.0	0.0
18.81469898358092	0.0	0.0	0.0
18.9147771696638	0.0	0.0	0.0
19.014855355746676	0.0	0.0	0.0
19.114933541829554	0.0	0.0	0.0
19.215011727912433	0.0	0.0	0.0
19.31508991399531	0.0	0.0	0.0
19.415168100078187	0.0	0.0	0.0
19.515246286161062	0.0	0.0	0.0
19.61532447224394	0.0	0.0	0.0
19.715402658326816	0.0	0.0	0.0
19.815480844409695	0.0	0.0	0.0
19.91555903049257	0.0	0.0	0.0
20.01563721657545	0.0	0.0	0.0
20.115715402658328	0.0	0.0	0.0
20.215793588741203	0.0	0.0	0.0
20.315871774824082	0.0	0.0	0.0
20.415949960906957	0.0	0.0	0.0
20.516028146989836	0.0	0.0	0.0
20.61610633307271	0.0	0.0	0.0
20.71618451915559	0.0	0.0	0.0
20.81626270523847	0.0	0.0	0.0
20.916340891321344	0.0	0.0	0.0
21.016419077404223	0.0	0.0	0.0
21.116497263487098	0.0	0.0	0.0
21.216575449569977	0.0	0.0	0.0
21.31665363565285	0.0	0.0	0.0
21.41673182173573	0.0	0.0	0.0
21.51681000781861	0.0	0.0	0.0
21.616888193901485	0.0	0.0	0.0
21.716966379984363	0.0	0.0	0.0
21.81704456606724	0.0	0.0	0.0
21.917122752150117	0.0	0.0	0.0
22.017200938232993	0.0	0.0	0.0
22.11727912431587	0.0	0.0	0.0
22.21735731039875	0.0	0.0	0.0
22.317435496481625	0.0	0.0	0.0
22.417513682564504	0.0	0.0	0.0
22.51759186864738	0.0	0.0	0.0
22.617670054730258	0.0	0.0	0.0
22.717748240813133	0.0	0.0	0.0
22.817826426896012	0.0	0.0	0.0
22.91790461297889	0.0	0.0	0.0
23.017982799061766	0.0	0.0	0.0
23.118060985144645	0.0	0.0	0.0
23.21813917122752	0.0	0.0	0.0
23.3182173573104	0.0	0.0	0.0
23.418295543393274	0.0	0.0	0.0
23.518373729476153	0.0	0.0	0.0
23.61845191555903	0.0	0.0	0.0
23.718530101641907	0.0	0.0	0.0
23.818608287724786	0.0	0.0	0.0
23.91868647380766	0.0	0.0	0.0
24.01876465989054	0.0	0.0	0.0
24.118842845973415	0.0	0.0	0.0
24.218921032056294	0.0	0.0	0.0
24.318999218139172	0.0	0.0	0.0
24.419077404222048	0.0	0.0	0.0
24.519155590304926	0.0	0.0	0.0
24.6192337763878	0.0	0.0	0.0
24.71931196247068	0.0	0.0	0.0
24.819390148553556	0.0	0.0	0.0
24.919468334636434	0.0	0.0	0.0
25.019546520719313	0.0	0.0	0.0
25.11962470680219	0.0	0.0	0.0
25.219702892885067	0.0	0.0	0.0
25.319781078967942	0.0	0.0	0.0
25.41985926505082	0.0	0.0	0.0
25.519937451133696	0.0	0.0	0.0
25.620015637216575	0.0	0.0	0.0
25.720093823299454	0.0	0.0	0.0
25.82017200938233	0.0	0.0	0.0
25.920250195465208	0.0	0.0	0.0
26.020328381548083	0.0	0.0	0.0
26.120406567630962	0.0	0.0	0.0
26.220484753713837	0.0	0.0	0.0
26.320562939796716	0.0	0.0	0.0
26.420641125879595	0.0	0.0	0.0
26.52071931196247	0.0	0.0	0.0
26.62079749804535	0.0	0.0	0.0
26.720875684128224	0.0	0.0	0.0
26.820953870211103	0.0	0.0	0.0
26.921032056293978	0.0	0.0	0.0
27.021110242376857	0.0	0.0	0.0
27.121188428459735	0.0	0.0	0.0
27.22126661454261	0.0	0.0	0.0
27.32134480062549	0.0	0.0	0.0
27.421422986708365	0.0	0.0	0.0
27.521501172791243	0.0	0.0	0.0
27.62157935887412	0.0	0.0	0.0
27.721657544956997	0.0	0.0	0.0
27.821735731039876	0.0	0.0	0.0
27.92181391712275	0.0	0.0	0.0
28.02189210320563	0.0	0.0	0.0
28.121970289288505	0.0	0.0	0.0
28.222048475371384	0.0	0.0	0.0
28.32212666145426	0.0	0.0	0.0
28.422204847537138	0.0	0.0	0.0
28.522283033620017	0.0	0.0	0.0
28.622361219702892	0.0	0.0	0.0
28.72243940578577	0.0	0.0	0.0
28.822517591868646	0.0	0.0	0.0
28.922595777951525	0.0	0.0	0.0
29.0226739640344	0.0	0.0	0.0
29.12275215011728	0.0	0.0	0.0
29.222830336200158	0.0	0.0	0.0
29.322908522283033	0.0	0.0	0.0
29.42298670836591	0.0	0.0	0.0
29.523064894448787	0.0	0.0	0.0
29.623143080531666	0.0	0.0	0.0
29.72322126661454	0.0	0.0	0.0
29.82329945269742	0.0	0.0	0.0
29.9233776387803	0.0	0.0	0.0
30.023455824863174	0.0	0.0	0.0
30.123534010946052	0.0	0.0	0.0
30.223612197028928	0.0	0.0	0.0
30.323690383111806	0.0	0.0	0.0
30.42376856919468	0.0	0.0	0.0
30.52384675527756	0.0	0.0	0.0
30.62392494136044	0.0	0.0	0.0
30.724003127443314	0.0	0.0	0.0
30.824081313526193	0.0	0.0	0.0
30.92415949960907	0.0	0.0	0.0
31.024237685691947	0.0	0.0	0.0
31.124315871774822	0.0	0.0	0.0
31.2243940578577	0.0	0.0	0.0
31.32447224394058	0.0	0.0	0.0
31.424550430023455	0.0	0.0	0.0
31.524628616106334	0.0	0.0	0.0
31.62470680218921	0.0	0.0	0.0
31.724784988272088	0.0	0.0	0.0
31.824863174354963	0.0	0.0	0.0
31.924941360437842	0.0	0.0	0.0
32.02501954652072	0.0	0.0	0.0
32.1250977326036	0.0	0.0	0.0
32.225175918686475	0.0	0.0	0.0
32.32525410476935	0.0	0.0	0.0
32.425332290852225	0.0	0.0	0.0
32.52541047693511	0.0	0.0	0.0
32.62548866301798	0.0	0.0	0.0
32.72556684910086	0.0	0.0	0.0
32.82564503518374	0.0	0.0	0.0
32.925723221266615	0.0	0.0	0.0
33.02580140734949	0.0	0.0	0.0
33.125879593432366	0.0	0.0	0.0
33.22595777951525	0.0	0.0	0.0
33.32603596559812	0.0	0.0	0.0
33.426114151681	0.0	0.0	0.0
33.52619233776388	0.0	0.0	0.0
33.626270523846756	0.0	0.0	0.0
33.72634870992963	0.0	0.0	0.0
33.82642689601251	0.0	0.0	0.0
33.92650508209539	0.0	0.0	0.0
34.026583268178264	0.0	0.0	0.0
34.12666145426114	0.0	0.0	0.0
34.22673964034402	0.0	0.0	0.0
34.3268178264269	0.0	0.0	0.0
34.42689601250977	0.0	0.0	0.0
34.52697419859265	0.0	0.0	0.0
34.62705238467553	0.0	0.0	0.0
34.727130570758405	0.0	0.0	0.0
34.82720875684128	0.0	0.0	0.0
34.92728694292416	0.0	0.0	0.0
35.02736512900704	0.0	0.0	0.0
35.12744331508991	0.0	0.0	0.0
35.22752150117279	0.0	0.0	0.0
35.32759968725567	0.0	0.0	0.0
35.427677873338546	0.0	0.0	0.0
35.52775605942142	0.0	0.0	0.0
35.6278342455043	0.0	0.0	0.0
35.72791243158718	0.0	0.0	0.0
35.82799061767005	0.0	0.0	0.0
35.92806880375293	0.0	0.0	0.0
36.02814698983581	0.0	0.0	0.0
36.128225175918686	0.0	0.0	0.0
36.22830336200156	0.0	0.0	0.0
36.328381548084444	0.0	0.0	0.0
36.42845973416732	0.0	0.0	0.0
36.528537920250194	0.0	0.0	0.0
36.62861610633307	0.0	0.0	0.0
36.72869429241595	0.0	0.0	0.0
36.82877247849883	0.0	0.0	0.0
36.9288506645817	0.0	0.0	0.0
37.028928850664585	0.0	0.0	0.0
37.12900703674746	0.0	0.0	0.0
37.229085222830335	0.0	0.0	0.0
37.32916340891321	0.0	0.0	0.0
37.42924159499609	0.0	0.0	0.0
37.52931978107897	0.0	0.0	0.0
37.62939796716184	0.0	0.0	0.0
37.729476153244725	0.0	0.0	0.0
37.8295543393276	0.0	0.0	0.0
37.929632525410476	0.0	0.0	0.0
38.02971071149335	0.0	0.0	0.0
38.12978889757623	0.0	0.0	0.0
38.22986708365911	0.0	0.0	0.0
38.329945269741984	0.0	0.0	0.0
38.430023455824866	0.0	0.0	0.0
38.53010164190774	0.0	0.0	0.0
38.63017982799062	0.0	0.0	0.0
38.73025801407349	0.0	0.0	0.0
38.830336200156374	0.0	0.0	0.0
38.93041438623925	0.0	0.0	0.0
39.030492572322125	0.0	0.0	0.0
39.130570758405	0.0	0.0	0.0
39.23064894448788	0.0	0.0	0.0
39.33072713057076	0.0	0.0	0.0
39.43080531665363	0.0	0.0	0.0
39.530883502736515	0.0	0.0	0.0
39.63096168881939	0.0	0.0	0.0
39.731039874902265	0.0	0.0	0.0
39.83111806098514	0.0	0.0	0.0
39.93119624706802	0.0	0.0	0.0
40.0312744331509	0.0	0.0	0.0
40.13135261923377	0.0	0.0	0.0
40.231430805316656	0.0	0.0	0.0
40.33150899139953	0.0	0.0	0.0
40.431587177482406	0.0	0.0	0.0
40.53166536356528	0.0	0.0	0.0
40.631743549648164	0.0	0.0	0.0
40.73182173573104	0.0	0.0	0.0
40.831899921813914	0.0	0.0	0.0
40.931978107896796	0.0	0.0	0.0
41.03205629397967	0.0	0.0	0.0
41.13213448006255	0.0	0.0	0.0
41.23221266614542	0.0	0.0	0.0
41.332290852228304	0.0	0.0	0.0
41.43236903831118	0.0	0.0	0.0
41.532447224394055	0.0	0.0	0.0
41.63252541047694	0.0	0.0	0.0
41.73260359655981	0.0	0.0	0.0
41.83268178264269	0.0	0.0	0.0
41.93275996872556	0.0	0.0	0.0
42.032838154808445	0.0	0.0	0.0
42.13291634089132	0.0	0.0	0.0
42.232994526974196	0.0	0.0	0.0
42.33307271305708	0.0	0.0	0.0
42.43315089913995	0.0	0.0	0.0
42.53322908522283	0.0	0.0	0.0
42.6333072713057	0.0	0.0	0.0
42.733385457388586	0.0	0.0	0.0
42.83346364347146	0.0	0.0	0.0
42.933541829554336	0.0	0.0	0.0
43.03362001563722	0.0	0.0	0.0
43.133698201720094	0.0	0.0	0.0
43.23377638780297	0.0	0.0	0.0
43.333854573885844	0.0	0.0	0.0
43.43393275996873	0.0	0.0	0.0
43.5340109460516	0.0	0.0	0.0
43.63408913213448	0.0	0.0	0.0
43.73416731821736	0.0	0.0	0.0
43.834245504300235	0.0	0.0	0.0
43.93432369038311	0.0	0.0	0.0
44.034401876465985	0.0	0.0	0.0
44.13448006254887	0.0	0.0	0.0
44.23455824863174	0.0	0.0	0.0
44.33463643471462	0.0	0.0	0.0
44.4347146207975	0.0	0.0	0.0
44.534792806880375	0.0	0.0	0.0
44.63487099296325	0.0	0.0	0.0
44.734949179046126	0.0	0.0	0.0
44.83502736512901	0.0	0.0	0.0
44.93510555121188	0.0	0.0	0.0
45.03518373729476	0.0	0.0	0.0
45.13526192337764	0.0	0.0	0.0
45.235340109460516	0.0	0.0	0.0
45.33541829554339	0.0	0.0	0.0
45.43549648162627	0.0	0.0	0.0
45.53557466770915	0.0	0.0	0.0
45.635652853792024	0.0	0.0	0.0
45.7357310398749	0.0	0.0	0.0
45.83580922595778	0.0	0.0	0.0
45.93588741204066	0.0	0.0	0.0
46.03596559812353	0.0	0.0	0.0
46.13604378420641	0.0	0.0	0.0
46.23612197028929	0.0	0.0	0.0
46.336200156372165	0.0	0.0	0.0
46.43627834245504	0.0	0.0	0.0
46.53635652853792	0.0	0.0	0.0
46.6364347146208	0.0	0.0	0.0
46.73651290070367	0.0	0.0	0.0
46.83659108678655	0.0	0.0	0.0
46.93666927286943	0.0	0.0	0.0
47.036747458952306	0.0	0.0	0.0
47.13682564503518	0.0	0.0	0.0
47.23690383111806	0.0	0.0	0.0
47.33698201720094	0.0	0.0	0.0
47.437060203283814	0.0	0.0	0.0
47.53713838936669	0.0	0.0	0.0
47.63721657544957	0.0	0.0	0.0
47.737294761532446	0.0	0.0	0.0
47.83737294761532	0.0	0.0	0.0
47.937451133698204	0.0	0.0	0.0
48.03752931978108	0.0	0.0	0.0
48.137607505863954	0.0	0.0	0.0
48.23768569194683	0.0	0.0	0.0
48.33776387802971	0.0	0.0	0.0
48.43784206411259	0.0	0.0	0.0
48.53792025019546	0.0	0.0	0.0
48.637998436278345	0.0	0.0	0.0
48.73807662236122	0.0	0.0	0.0
48.838154808444095	0.0	0.0	0.0
48.93823299452697	0.0	0.0	0.0
49.03831118060985	0.0	0.0	0.0
49.13838936669273	0.0	0.0	0.0
49.2384675527756	0.0	0.0	0.0
49.338545738858485	0.0	0.0	0.0
49.43862392494136	0.0	0.0	0.0
49.538702111024236	0.0	0.0	0.0
49.63878029710711	0.0	0.0	0.0
