it	posterior	likelihood	prior	lik_L_149-0	lik_M_149-0	l0_t149-0	m0_t149-0	Gl_t149-0	Gm_t149-0	hp_rate	hp_sig2	beta
141000.0	-2838.241567698546	-2834.9729182515134	-3.2686494470325473	-1493.9879235760268	-1340.9849946754866	0.16815648940378128	0.15346543254497394	0.3953059818328406	0.9165870396115676	0.8025753971393376	1.4892155574369734	1.0	
142000.0	-2836.120367451001	-2834.3899106836257	-1.7304567673754763	-1492.8657740667427	-1341.524136616883	0.1688393652910188	0.14024608100240993	0.22936560285367208	0.7271085463535991	1.4802536257183632	0.12754677833385025	1.0	
143000.0	-2834.4658190069235	-2833.4731780766415	-0.9926409302819371	-1492.940662133395	-1340.5325159432464	0.180300275581922	0.15151429385910253	0.10734925921637668	0.6625053167719707	1.6331824747935597	0.3502470218639209	1.0	
144000.0	-2839.4377604796996	-2837.502354926511	-1.935405553188473	-1494.0257223303493	-1343.4766325961618	0.18276670294566072	0.15153807152968599	-0.047058123434468996	1.207491387130368	2.1481105241187817	0.40021320346855566	1.0	
145000.0	-2833.9553279690285	-2833.65552419038	-0.2998037786485379	-1492.5717838282585	-1341.0837403621217	0.173433925579922	0.14279198296483261	0.2087058104677501	0.6680462003780491	2.7074806392575423	0.22284815232331967	1.0	
146000.0	-2837.2881780659673	-2835.681539369828	-1.606638696139347	-1493.9523133245564	-1341.7292260452718	0.16169432127839503	0.1556300195777763	0.20964496290425072	0.4721945853600392	0.7724333153042829	0.16516863661614545	1.0	
147000.0	-2835.4283438378106	-2833.581951264864	-1.8463925729463835	-1492.7429324746747	-1340.8390187901891	0.17819632432501303	0.148567653865913	0.09033220348494057	0.8984596566551492	1.735280682705549	1.2398690378081894	1.0	
148000.0	-2836.162431934861	-2833.452896169778	-2.7095357650832317	-1492.7012936134875	-1340.7516025562904	0.17183372512684777	0.14509338422766524	0.009154686578030202	0.6861447873744575	0.5660250044624617	0.22941903647980125	1.0	
149000.0	-2838.4972995627813	-2835.5638093538682	-2.9334902089129633	-1493.1542506403525	-1342.4095587135157	0.18197077754383828	0.13688011914381795	0.1180696605170979	0.691865157922792	0.8050659556047948	0.08624978546464215	1.0	
150000.0	-2834.0397755223294	-2833.4596778634914	-0.5800976588380562	-1492.8051204598346	-1340.6545574036568	0.17177324755276174	0.14580558705835667	-0.01615798902485105	0.7256829818427512	3.4466266980320133	0.8195426978849901	1.0	
151000.0	-2835.6882273949122	-2835.105884964628	-0.5823424302844173	-1493.0592233192688	-1342.046661645359	0.1677146385201476	0.14003599294648605	-0.03575333968806732	0.5295635222182906	2.5205662214188522	0.05010205385354489	1.0	
152000.0	-2834.9209295841342	-2834.017679034668	-0.9032505494659082	-1493.354864584719	-1340.662814449949	0.170659655358434	0.14869346625637328	0.347149969127703	0.6131400283435094	1.7328783036519153	0.22507604687143834	1.0	
153000.0	-2835.493203483117	-2834.0901089706836	-1.4030945124335865	-1493.153103924287	-1340.9370050463965	0.16934776768634335	0.15251601639801127	-0.07255236392446149	0.9169379243070832	1.9993413435052418	0.8028967497111509	1.0	
154000.0	-2834.732220748939	-2834.0557926546217	-0.6764280943175045	-1492.7780175401906	-1341.2777751144313	0.16930868794021628	0.143637207028448	0.21610930292272967	0.559303715827902	2.0857818873658833	0.4920065886459619	1.0	
155000.0	-2838.0605107259826	-2835.76342637871	-2.2970843472724116	-1493.407400786596	-1342.3560255921138	0.16609707733523887	0.14082072081140964	0.2742153989191568	1.000085455117975	3.1153181076580836	0.14507556230776403	1.0	
156000.0	-2835.5215592705626	-2834.8678082121196	-0.6537510584432594	-1492.9750416074874	-1341.892766604632	0.1666552817115189	0.15001583310717181	0.015425449487675102	0.4069255443423859	1.247970297573096	0.039640828708242024	1.0	
157000.0	-2836.243604567783	-2836.678192869577	0.43458830179352226	-1493.3480201358097	-1343.330172733767	0.17207058739259154	0.13831803902636444	-0.10656261015128549	0.39427701708297735	2.043270436047206	0.09366528055442007	1.0	
158000.0	-2836.889719789661	-2835.183290144304	-1.706429645356627	-1493.385545945898	-1341.797744198406	0.164797481006871	0.16138891882772077	-0.03986904749814291	0.6412241452657615	0.9390676202175016	0.24598586031975472	1.0	
159000.0	-2835.952923664699	-2833.902201334472	-2.0507223302270656	-1492.7933898846773	-1341.108811449795	0.17182492360273494	0.14950605798057076	-0.013577133382223994	0.955709357316381	1.350253880738154	0.2711405258056941	1.0	
160000.0	-2837.7406586726215	-2837.331524913083	-0.40913375953878717	-1493.5464526283845	-1343.7850722846981	0.16757352211751503	0.16894735770515815	0.33031165952070923	0.8118751976607828	4.329086259430861	0.40903003126341436	1.0	
161000.0	-2838.7323151972655	-2838.418038456337	-0.31427674092834107	-1493.592640218867	-1344.8253982374702	0.16222789772853058	0.136989471833269	0.11141022858297006	0.27446291017141533	0.9311713538873383	0.02536682303122691	1.0	
162000.0	-2835.482742141933	-2835.229149113895	-0.25359302803815886	-1494.6839039417205	-1340.5452451721746	0.16545569958846856	0.15267462428929404	0.4255911630511978	0.6804318665174849	3.7775742105072965	0.3570594679909543	1.0	
163000.0	-2838.3611164109684	-2835.7270137165124	-2.6341026944562005	-1493.931385580648	-1341.7956281358643	0.17066170393006327	0.14707167179868086	0.41692077708151043	0.42490569707307635	0.5757524854058989	0.38744693563484833	1.0	
164000.0	-2837.0452508835165	-2835.1181503652724	-1.9271005182440373	-1494.5750366857037	-1340.5431136795687	0.187896462897759	0.15271931746027242	0.3242396554280373	0.7907810321086027	1.390793517154538	0.1872407792742359	1.0	
165000.0	-2837.076506456497	-2835.266838662511	-1.8096677939863441	-1492.4762265638046	-1342.7906120987063	0.17364323934729958	0.16428103052658527	0.12191334190267741	0.5696617349922846	1.0716477038023715	0.5801723489215664	1.0	
166000.0	-2835.886726780201	-2836.3081840145715	0.42145723437054716	-1492.655126758447	-1343.6530572561246	0.16906836794163593	0.15863262863709374	0.06994465793950759	0.32205459248365204	1.527370315564945	0.05580162584893613	1.0	
167000.0	-2834.832705558844	-2834.3053397507497	-0.527365808094004	-1493.3035747555919	-1341.0017649951578	0.16882286707123137	0.15495119303545576	0.31572931996356757	0.8957810222471823	4.410626524927023	0.5707397943205664	1.0	
168000.0	-2836.703468461943	-2834.610974428644	-2.0924940332988475	-1493.1755519817277	-1341.4354224469166	0.1744232049306153	0.14080228192759628	-0.07097643498783102	0.6760760430014323	0.8961420159675261	0.1274631482313331	1.0	
169000.0	-2836.6181398783788	-2834.4080419131105	-2.2100979652681487	-1493.1011659789772	-1341.3068759341336	0.17333272958525311	0.15278194681216797	0.32817228240662644	0.49566181176826263	0.757040666141423	0.08877384359374314	1.0	
170000.0	-2836.2252299035076	-2836.376798503101	0.15156859959342228	-1493.3936175003964	-1342.9831810027044	0.1641511546128439	0.13868536162839395	-0.017025104329975754	0.4273575226214308	1.8215048941365	0.0677117007446531	1.0	
171000.0	-2835.693259944717	-2834.8733305006676	-0.8199294440493938	-1492.5607743535952	-1342.3125561470724	0.172463716808914	0.1466008492677352	0.19813129496172108	0.36934263656369504	1.7089422726068788	0.5159778344195202	1.0	
172000.0	-2835.568838834424	-2834.9582282570254	-0.6106105773983976	-1492.6785820607063	-1342.2796461963194	0.1777958427603625	0.1612630278724653	0.18922318172062022	0.5305913513695657	2.413355459170248	0.064604155451435	1.0	
173000.0	-2838.230575833376	-2835.1326402827626	-3.0979355506135557	-1492.5448330591917	-1342.587807223571	0.17595202870263696	0.1640853836283675	0.16318398620431906	0.601303558302094	0.9702634075003803	0.050287504227320035	1.0	
174000.0	-2834.730658126597	-2835.5689468029655	0.8382886763684521	-1492.9525364431327	-1342.6164103598328	0.16955847537538973	0.1443008196752859	-0.036656511159922675	0.35697326586889644	2.325536774186496	0.08109933624999728	1.0	
175000.0	-2834.090910039628	-2833.845953821382	-0.2449562182461631	-1492.741845064892	-1341.1041087564897	0.17068513086968617	0.15275423693167353	0.0037291649589427656	0.5281564044107926	2.416894846478438	0.37452595229188296	1.0	
176000.0	-2835.5885015723657	-2833.6413207733885	-1.9471807989773076	-1492.7252064092718	-1340.9161143641168	0.17760946788544302	0.15635858102140016	0.07477788662811255	0.8274540893482845	1.1464212384346208	0.24651654175082066	1.0	
177000.0	-2837.111033179954	-2836.1604327778587	-0.9506004020954438	-1493.411832429866	-1342.7486003479928	0.17744037020583328	0.13591459291423139	-0.07077771995019208	0.657210895439637	1.6337109122242346	0.14309124737329573	1.0	
178000.0	-2834.7727517406984	-2833.4042576107104	-1.368494129988034	-1492.9252765740957	-1340.4789810366146	0.17946366861427251	0.14884749641949999	0.06973839848236818	0.7018399051489156	1.5843165359872824	0.1224952014019264	1.0	
179000.0	-2837.101830971608	-2836.2205190785744	-0.8813118930335043	-1493.172313218639	-1343.0482058599357	0.1773153230584041	0.16349946200770057	0.331013560612068	0.4960743671650483	1.4627671740441508	0.13925416996609907	1.0	
180000.0	-2835.776321405385	-2836.707840136552	0.9315187311673192	-1492.475723016048	-1344.232117120504	0.17328938199862817	0.1438752940780321	0.142069539529626	0.21994475789615503	3.9896348989969046	0.24477567901052524	1.0	
181000.0	-2836.203800004457	-2833.067877557873	-3.13592244658418	-1492.5292579409415	-1340.5386196169316	0.17554839954270057	0.15071686682131819	0.16398258708238278	0.6523779768853781	1.8509960454245284	0.0450108022325607	1.0	
182000.0	-2835.59961411403	-2835.65516688083	0.055552766800273545	-1493.8308743679977	-1341.8242925128325	0.1611391995566676	0.1551094261909641	0.10950021788720404	0.4522768890956966	2.4940303026931057	0.2947164842111755	1.0	
183000.0	-2837.56095609446	-2835.7932171362636	-1.7677389581964031	-1494.1139936390525	-1341.679223497211	0.1750676160808237	0.143660754420569	-0.17581744989995055	0.9729536155502413	1.7022047347080846	0.2884855500100329	1.0	
184000.0	-2835.1399028368073	-2834.50545580944	-0.6344470273676535	-1494.0271536884084	-1340.4783021210312	0.17057468860102457	0.14944715845623882	-0.1866484999592567	0.7785640244806491	2.8310131202769253	0.5326979548071773	1.0	
185000.0	-2838.2170290730805	-2836.028127691085	-2.1889013819955623	-1494.966258088985	-1341.0618696021002	0.1772472784631369	0.1510379964810798	-0.22968127638886757	0.9481869902458433	1.505046031547204	0.21532177112658474	1.0	
186000.0	-2837.5094247656384	-2834.8850169263637	-2.6244078392745913	-1493.076134878168	-1341.8088820481958	0.17889279846776948	0.1395775784244002	0.29425993871902945	0.8264917717938992	0.9943386910418471	0.17465084783882337	1.0	
187000.0	-2837.486367573867	-2835.395595869926	-2.0907717039407148	-1494.871196098747	-1340.524399771179	0.17548192992484052	0.14927605561600904	-0.23857865024925295	0.6616735490353077	2.0059026981135712	2.440740300872071	1.0	
188000.0	-2835.2303376707187	-2833.8485311606373	-1.3818065100813623	-1492.6238391768393	-1341.2246919837983	0.17546388746418307	0.1570126728523218	0.057823430346625126	0.8948292106773478	2.0131365926768727	0.23133199067500373	1.0	
189000.0	-2835.969267896956	-2834.1023865950247	-1.8668813019314041	-1493.3903311165723	-1340.7120554784522	0.18040740278839063	0.15407520686335163	-0.01021107615389466	0.6434649368245097	0.8583190710059714	0.2411295724165022	1.0	
190000.0	-2833.357745674524	-2833.4691124164774	0.11136674195350471	-1492.6662422000848	-1340.8028702163929	0.16955569748699695	0.14552530527729024	0.18182706148224814	0.6335963308850936	3.6030726418045225	0.24235198806319783	1.0	
191000.0	-2835.9376198764376	-2836.6163902295584	0.6787703531206639	-1494.4881582605897	-1342.1282319689685	0.17949596821094685	0.15033658846189277	-0.16089760634509265	0.3819625137991933	3.3102506746429197	0.18800503372393648	1.0	
192000.0	-2839.3955129505503	-2837.097956108158	-2.2975568423921597	-1494.5258775378265	-1342.5720785703315	0.18899611513325595	0.15193092273476214	0.16985913488557797	1.129324541982565	1.326595959122948	0.6399894253431686	1.0	
193000.0	-2837.458053484344	-2834.3500619952247	-3.1079914891193967	-1493.6380313133857	-1340.7120306818388	0.17620163018030938	0.15310291633600465	-0.11489227594026435	0.8545783861596004	1.7604475008911344	0.08725710888233129	1.0	
194000.0	-2838.9637904175975	-2837.051559490414	-1.9122309271832212	-1493.8682784015296	-1343.1832810888845	0.16095291030072245	0.13494877628670268	0.04478210955458753	0.604580903364047	2.3413171963331774	0.04358697723836782	1.0	
195000.0	-2833.627289709219	-2833.6757509579256	0.0484612487068391	-1492.6764070617335	-1340.9993438961922	0.17193394089410693	0.15025804901055478	0.015896747985393395	0.5318771280988535	2.424979749647928	0.20376584493954278	1.0	
196000.0	-2835.2836108891424	-2835.066453837494	-0.21715705164823879	-1493.1509801189382	-1341.915473718556	0.16458767131640079	0.14968885880293675	0.07953680950307723	0.4040295073312832	1.6547489726527302	0.21831306947836956	1.0	
197000.0	-2836.4163169393287	-2833.5197971600483	-2.896519779280229	-1492.9993405051964	-1340.5204566548518	0.17409867353160569	0.15226453662846576	0.31311248469660413	0.6845743952940596	0.660733988992683	0.1463655064130507	1.0	
198000.0	-2835.4500033371332	-2834.2536029801186	-1.1964003570145274	-1492.9675756756853	-1341.286027304433	0.18087439433639083	0.14389370738160287	0.1599055315948214	0.549913425574946	1.3211172262800972	0.39509045953400296	1.0	
199000.0	-2837.627460520062	-2835.946486973311	-1.680973546750812	-1495.4296660976952	-1340.5168208756156	0.19228786960914468	0.14890348506169218	0.21373645804368088	0.7962154057077855	1.942437190062455	0.13557919993219425	1.0	
200000.0	-2836.1659264944774	-2836.543950427149	0.3780239326716357	-1493.908449539814	-1342.6355008873347	0.1632325847801223	0.14047182653950002	0.2714202797074152	0.42150104780546577	2.65685048539595	0.113241649697826	1.0	
201000.0	-2835.596569529967	-2833.690211395893	-1.9063581340736424	-1492.7650515450193	-1340.925159850874	0.1710511607014358	0.1529219957038043	-0.004612239072589938	0.5641477682985919	0.832401822528521	0.08268817937945125	1.0	
202000.0	-2836.909764791462	-2835.754667706451	-1.1550970850108997	-1494.86055173453	-1340.8941159719209	0.1668772390102632	0.15463250270361412	-0.25675896565401374	0.6015691741963713	1.4554659008948105	0.13107903508880758	1.0	
203000.0	-2837.375516379511	-2834.06704834177	-3.3084680377408975	-1492.9782816223214	-1341.0887667194486	0.18049252009180625	0.14338899594787696	0.2183342847788156	0.6226828956599535	0.39313081514814874	0.22584400401399707	1.0	
204000.0	-2836.224810419657	-2834.986866878212	-1.2379435414448539	-1494.416417411763	-1340.5704494664492	0.1882501791032034	0.14896574992481554	0.11954295399297417	0.8234193999593435	2.574155496699627	1.1210824862253783	1.0	
205000.0	-2837.1176428671324	-2833.8422052595683	-3.275437607563953	-1492.4951032366976	-1341.3471020228708	0.1731714925020019	0.14712641107199034	0.09274653562104201	0.9778597457463603	0.6363430237080572	0.34887415377500597	1.0	
206000.0	-2836.4687992230297	-2835.600394786039	-0.8684044369908566	-1492.809713899239	-1342.7906808868001	0.1794105839959599	0.1572968712248173	0.1283853775370688	0.3786307956779976	1.173800647807495	0.258304394982154	1.0	
207000.0	-2840.517220622879	-2841.3291195279025	0.8118989050234307	-1492.5330825370374	-1348.7960369908653	0.17546381893307966	0.1467068178494132	0.1067827904224887	-0.054460780509529974	1.1455022778296031	0.0564497015244916	1.0	
208000.0	-2836.1460251276967	-2835.530511955829	-0.6155131718676701	-1493.5249326568096	-1342.0055792990192	0.18422666928702616	0.16054538728515666	0.12489857007662492	0.551430054337295	1.6294517536840065	0.1283479448894159	1.0	
209000.0	-2834.1912870736664	-2834.32644147224	0.13515439857338118	-1492.7285476367965	-1341.5978938354433	0.16960955608300385	0.15009439840828767	0.2079274422712434	0.4422098324507005	3.3573339273045693	0.39642923827178966	1.0	
210000.0	-2835.515633938569	-2835.5713425675203	0.05570862895116979	-1492.5042193130012	-1343.0671232545194	0.17494056861125554	0.13658978817468084	0.11795657117339062	0.5028987657883593	2.228767309032826	0.17169384966981266	1.0	
211000.0	-2833.6141902823297	-2833.937147668882	0.32295738655256334	-1492.4969207820359	-1341.440226886846	0.1729268960058477	0.15242117643429687	0.09084995720601781	0.4733790121145386	2.649849086867133	0.1776794531931458	1.0	
212000.0	-2836.304456713679	-2834.172805184933	-2.1316515287458926	-1493.1037362008242	-1341.069068984109	0.18185723516201815	0.1522383196219747	0.177821722011078	0.5294556476073231	0.7026451532560631	0.08675055432507935	1.0	
213000.0	-2838.0074654174314	-2836.48962871899	-1.5178366984412235	-1495.863515063253	-1340.6261136557368	0.15476378642308605	0.15349097643918896	-0.07005649121407886	0.8135790691454952	1.8064052771506967	0.15248666264034233	1.0	
214000.0	-2835.0969834309485	-2834.11083733757	-0.9861460933783807	-1493.201519412237	-1340.9093179253327	0.1770882468795009	0.15249221720919087	-0.04496441546616281	0.5624530348167878	1.2403201833508661	0.1809872998754566	1.0	
215000.0	-2833.6862478675325	-2833.5063390013256	-0.17990886620678426	-1492.5734000293075	-1340.9329389720178	0.17374173252204003	0.15564653078637175	0.20984005922939444	0.6191686293287727	3.1219742908500905	0.376376983503499	1.0	
216000.0	-2835.805926759513	-2835.726390529977	-0.07953622953634754	-1492.972795329052	-1342.7535952009248	0.16667152892871287	0.14883302181995364	0.1864617258380302	0.32024557987769564	1.5076504541077587	0.03584098126103057	1.0	
217000.0	-2836.22423118414	-2836.6122125097854	0.3879813256453366	-1492.496933721664	-1344.1152787881215	0.17234447762906235	0.1590617263018314	0.0938111240387591	0.2917375174613248	1.5111328224078708	0.028098827409904097	1.0	
218000.0	-2834.1934240777764	-2834.3138015589166	0.1203774811402456	-1493.2173387143196	-1341.0964628445972	0.16746401173909006	0.14634699308351648	0.27412899818093805	0.5376847498893063	3.254161233846147	0.28234619165022035	1.0	
219000.0	-2834.070493614258	-2834.6654863473386	0.5949927330809005	-1492.9001264100457	-1341.765359937293	0.17485853205192817	0.1478178435296791	-0.02082092602154763	0.4247101832579798	2.7248625926826926	0.060076038753668966	1.0	
220000.0	-2835.8359093734857	-2835.9362543405523	0.10034496706658422	-1492.5346490228844	-1343.401605317668	0.17060348656295646	0.15785674276221517	0.11738528184674045	0.33146502935205446	1.4092437347547353	0.09171020494123053	1.0	
