it	posterior	likelihood	prior	lik_L_149-0	lik_M_149-0	l0_t149-0	m0_t149-0	Gl_t149-0	Gm_t149-0	hp_rate	hp_sig2	beta
532000	-2822.015660407366	-2819.3676303294824	-2.648030077883324	-1487.8910778988022	-1331.47655243068	0.16943837130778358	0.11731471242523728	-0.6593700701168744	-1.4613150448232146	1.7126122595336404	0.7848883587696864	1.0
533000	-2820.659793335739	-2818.5568806626234	-2.1029126731152927	-1488.7983151707667	-1329.7585654918566	0.15381561651779457	0.13591103473598823	-0.6348988302493029	-1.1331722117312373	1.7456236210434364	0.6366518953877863	1.0
534000	-2822.828966340676	-2820.4693656952177	-2.359600645457931	-1489.6515302030334	-1330.8178354921845	0.15294996081039866	0.13581111775766483	-0.504795398267901	-0.940612430080699	1.1284599557904857	0.563002419241526	1.0
535000	-2821.022286619687	-2819.2397480629907	-1.782538556696167	-1489.328680394403	-1329.9110676685877	0.1773279075503512	0.13537749320485748	-0.6712887963233737	-1.0861653028430895	2.518058320909623	0.4549685905319834	1.0
536000	-2821.5641018802744	-2819.913722135036	-1.6503797452382725	-1489.2777935907675	-1330.6359285442686	0.16539501078195645	0.14138913583529006	-0.28387911689232725	-1.0374724083135087	2.5872875438540848	0.2514566789487132	1.0
537000	-2822.7409543672647	-2818.827474315996	-3.913480051268615	-1489.3301679243236	-1329.4973063916723	0.17882388809438168	0.1273749056916432	-0.4390429157406716	-1.4127506531301546	0.9219465412878314	0.4507963408590593	1.0
538000	-2822.5517771439195	-2817.536199973297	-5.015577170622915	-1487.9468233041944	-1329.5893766691022	0.17089208672750264	0.127397298945159	-0.5560356153862226	-1.2836482361823414	0.4441699714605939	2.9881960011006634	1.0
539000	-2823.582236937317	-2819.5149862625485	-4.06725067476813	-1487.70190318298	-1331.8130830795687	0.16299721126946043	0.11834668864456341	-0.7180910660966436	-1.2874830339467676	1.7946175438167569	0.2550597534148669	1.0
540000	-2820.1782412507414	-2817.6030345162067	-2.5752067345348184	-1488.0271690422387	-1329.575865473968	0.1579974112904065	0.126824605110809	-0.7516273131782097	-1.4480598773419233	1.685592393383594	1.5966303818688719	1.0
541000	-2824.7637366622503	-2821.368397654509	-3.3953390077414065	-1491.7768972181332	-1329.591500436376	0.14838841865007302	0.13545080649176344	-1.1600698122939037	-1.1955406718823949	1.2602613244184777	3.5767550906119627	1.0
542000	-2821.595988240229	-2819.0492141132054	-2.546774127023723	-1488.013708743596	-1331.0355053696096	0.1680214615637361	0.12104337379876723	-0.7406434155582429	-1.7057136906490997	2.676979046518033	0.8242018823242053	1.0
543000	-2821.64867807046	-2818.05987823345	-3.588799837010021	-1487.741530868599	-1330.3183473648508	0.1608427579009164	0.12502381111812744	-0.6346702990039015	-1.1980957157559355	0.8288788271760006	1.9479290695947384	1.0
544000	-2825.923581461109	-2822.429566940612	-3.4940145204967092	-1490.5308547084237	-1331.8987122321882	0.1782392062992104	0.11832211539001715	-0.20625407650136207	-1.2751382746233904	1.0327976499931837	3.1592018598533884	1.0
545000	-2821.906580490528	-2819.216533131283	-2.6900473592451775	-1489.0746235598162	-1330.1419095714668	0.17055466822812854	0.12804218591679226	-0.8505265751537249	-1.1315378076059843	1.6672134434597872	0.4699992634303431	1.0
546000	-2824.606770900773	-2818.9291891250023	-5.677581775770653	-1487.938362262453	-1330.9908268625495	0.1684473066800004	0.14071708726569543	-0.4767427260856176	-1.3994124706747348	1.1201530877347736	0.2062273691375471	1.0
547000	-2826.745245839431	-2824.2854139700594	-2.4598318693715466	-1489.4230842274962	-1334.8623297425631	0.15283247015780654	0.11260460521735416	-0.9556604607837275	-1.2581501482846642	2.419758089176752	0.5197391086192907	1.0
548000	-2821.2727328561446	-2819.1767471181347	-2.095985738009745	-1488.838873838955	-1330.33787327918	0.163483139136011	0.140862647846196	-0.9286290206459675	-1.2190163592439227	2.681337609958167	2.635929281870994	1.0
549000	-2821.611350118681	-2818.7481422333244	-2.8632078853565366	-1488.9853644526916	-1329.7627777806329	0.1610042402680192	0.1370608986831652	-0.9603224026724339	-1.170146443656473	2.155137736775985	0.4064298724042797	1.0
550000	-2821.253029527655	-2818.9601963326795	-2.2928331949758034	-1489.1568457403414	-1329.8033505923383	0.1543354585728386	0.12729745873736945	-0.9447008303161313	-1.532555758519708	2.3170885299176915	1.5872012367929127	1.0
551000	-2822.2875421032327	-2819.1221927021556	-3.165349401076986	-1489.7479698878383	-1329.3742228143174	0.15503920087215411	0.13186135185727854	-1.0339438562985646	-1.3419685573056805	2.0616973530251395	0.49833396722763557	1.0
552000	-2820.9868683354734	-2818.6289007443543	-2.357967591119207	-1488.4889482743536	-1330.1399524700007	0.16842379829618503	0.13900913336295834	-0.3679572735767424	-1.3036979003455218	2.4483645941555188	0.35292698676748296	1.0
553000	-2821.9121011942184	-2818.0229501626427	-3.8891510315758815	-1488.3594887748973	-1329.6634613877457	0.17234152036471784	0.13467605591277892	-0.6853815451574056	-1.147479318517627	1.507774579358707	0.23034319272584702	1.0
554000	-2822.3868533344366	-2817.7511833129124	-4.635670021523996	-1487.9180763728277	-1329.8331069400847	0.16751698765862238	0.130854910819488	-0.4759011839182308	-1.1282690108218048	0.6302451959441758	0.24117465495450868	1.0
555000	-2820.577241828754	-2818.3598677708833	-2.21737405787063	-1488.556742048634	-1329.8031257222492	0.15453934554303955	0.12437398797309637	-0.671506350831322	-1.4320907817381554	2.2103528753386303	2.1603836261694775	1.0
556000	-2821.2993428668365	-2818.7044286660293	-2.594914200807036	-1488.6592713840732	-1330.0451572819559	0.16729445198151577	0.12464409527838267	-0.34512223507316964	-1.5679856395300764	1.6566706285483446	1.6583739891310658	1.0
557000	-2821.406481194447	-2820.4259920954933	-0.9804890989539548	-1488.469920930362	-1331.9560711651313	0.17417654494580775	0.13453241666682972	-0.46297468963432614	-0.8294033766157565	3.008901862464753	0.2504141750194503	1.0
558000	-2822.4766498941967	-2818.027930825101	-4.448719069095786	-1487.8364010477885	-1330.1915297773126	0.161703000939878	0.13918055628282372	-0.7640470843747135	-1.0826842017737375	1.7117779855079587	0.17963150018915972	1.0
559000	-2819.3857335465077	-2817.5250367551303	-1.860696791377242	-1487.62386310798	-1329.9011736471502	0.16600065696811894	0.13607588536844703	-0.6124590492389193	-1.0942544315547424	1.9703905878748242	0.6349553760510709	1.0
560000	-2824.5482358756094	-2823.4436129362493	-1.1046229393600322	-1492.4769819640187	-1330.9666309722306	0.15720722191559397	0.14030321588214753	-0.14113172178463235	-0.9440387606330852	2.5502104862114083	0.8627080283704773	1.0
561000	-2824.678599843716	-2822.4243767587177	-2.2542230849981415	-1487.7418466649751	-1334.6825300937428	0.1658772350080455	0.15158915088551775	-0.5274756794521063	-0.7229049552667215	2.9177422297020197	0.10238996494424131	1.0
562000	-2821.3623735306487	-2817.958810551707	-3.403562978941806	-1488.2233092561926	-1329.7355012955145	0.17204345985858366	0.1328157710101186	-0.6596086607747538	-1.1272009824355917	0.8169623272513059	1.2768013885192935	1.0
563000	-2824.0578426050215	-2821.2952929383064	-2.7625496667152194	-1491.906258047558	-1329.3890348907487	0.14729016327232972	0.13279273423635995	-0.4737553487133821	-1.313592363863681	1.2862163678515968	1.5523298405244443	1.0
564000	-2822.8601804722884	-2819.7847806466393	-3.0753998256492947	-1487.9728042221118	-1331.8119764245275	0.16276445633987152	0.12671756160159078	-0.49532010934606796	-0.9631617102548071	0.7884768419375573	0.8675388841614187	1.0
565000	-2829.204656823753	-2828.333473845775	-0.8711829779779026	-1489.2288128921946	-1339.1046609535806	0.15531111925361787	0.15904843964805448	-0.47642433220870967	-0.5206323337313715	2.182727478944897	0.6041983103249373	1.0
566000	-2821.8119239318926	-2817.387122415228	-4.424801516664387	-1487.74177370273	-1329.6453487124982	0.16378897512300583	0.1358975119926142	-0.7329666866588089	-1.1813742881590614	0.4792646637407764	1.084802599282568	1.0
567000	-2821.848154658428	-2817.486428803455	-4.361725854973061	-1487.7531402032473	-1329.733288600208	0.16092051824685835	0.13505071855062412	-0.6195737285732081	-1.1293888065833764	0.5012969482934913	0.48012969539380823	1.0
568000	-2819.4530369410786	-2817.8384418052406	-1.6145951358381767	-1488.3460939505985	-1329.492347854642	0.16190567336804712	0.13331091542772078	-0.4394980288216759	-1.201447995476263	2.3759929239725457	0.730949373761449	1.0
569000	-2822.109884318411	-2817.130341679679	-4.97954263873167	-1487.6421567114403	-1329.488184968239	0.1643902356678591	0.13002753127500205	-0.6823508784221266	-1.2335474795092876	0.44820834990357244	0.4518087460892834	1.0
570000	-2819.5486150181177	-2817.8227841859875	-1.7258308321300646	-1488.323173560057	-1329.4996106259305	0.15709817989908204	0.1331162038010552	-0.8321931579504974	-1.1972363211528827	3.1939518124895487	0.5831063981968323	1.0
571000	-2825.3012142829607	-2823.1246912351485	-2.176523047812412	-1489.1918662063013	-1333.9328250288472	0.1712616954567313	0.1276123309855178	-0.28355732811739354	-0.776386291951879	0.937686897165041	0.3132518021169235	1.0
572000	-2823.566305360679	-2820.8665528272895	-2.699752533389415	-1488.6252626888202	-1332.2412901384696	0.15521766739402607	0.14130455713483683	-0.857350063872028	-0.797461596662272	2.696751094050725	0.1830861629440179	1.0
573000	-2822.7410978914145	-2820.5496716944954	-2.1914261969191333	-1490.9631073723904	-1329.5865643221048	0.17793308823893617	0.13179850872682927	-0.8549250286772154	-1.173628160422179	2.2761192132547827	0.5658606835945533	1.0
574000	-2820.5680236327257	-2818.5660842526404	-2.001939380085207	-1488.6465955716853	-1329.9194886809548	0.16922570932446176	0.13651861073730398	-0.34635726784026494	-1.0952619530216205	1.6862218780941705	0.42754410312037694	1.0
575000	-2819.65902221315	-2817.4594299464165	-2.1995922667333327	-1488.0820062709531	-1329.3774236754634	0.1576083791162272	0.13056191920530696	-0.7605659055689926	-1.3715472635868082	2.329518891751277	0.7177873271965995	1.0
576000	-2823.6356776022362	-2818.2459963624333	-5.389681239803074	-1487.665979093084	-1330.5800172693494	0.16518229834391782	0.1322581466392948	-0.5626597355032369	-1.5971476469525405	1.037611063574263	0.3222207802264275	1.0
577000	-2820.9272380630778	-2818.300708475768	-2.6265295873100905	-1488.3697996373471	-1329.9309088384207	0.16214334371063016	0.12377193035210987	-0.8751816473628548	-1.3812048621336985	1.8636626651317618	0.7442022354425978	1.0
578000	-2824.10429066345	-2820.4089952101026	-3.6952954533471125	-1490.5838471260492	-1329.8251480840534	0.16624084422632945	0.12522375898045884	-1.056205008266076	-1.3100311108817768	0.8821367557815176	1.3354783228821778	1.0
579000	-2820.900461166458	-2816.9923392470064	-3.908121919451622	-1487.6204056314984	-1329.3719336155082	0.16343294445035378	0.13249283305759668	-0.6254874651801039	-1.2915703624232857	2.9336809703105073	0.2093592669857612	1.0
580000	-2824.496106473175	-2823.145263257007	-1.350843216168161	-1491.7665046982518	-1331.3787585587556	0.14347748509822997	0.14284421601262645	-0.8475720856506938	-0.9265317968472002	3.3681704947099105	0.4364668474319764	1.0
581000	-2820.6940196968876	-2818.380494642793	-2.31352505409451	-1488.0527176125297	-1330.3277770302634	0.16347457401946616	0.13829504040360113	-0.4678703894938808	-1.0274959821064924	1.5112524549467434	1.539593748763336	1.0
582000	-2824.062744557124	-2818.3917865401077	-5.670958017016282	-1488.1153211029032	-1330.2764654372045	0.1576165815251396	0.1224883540346516	-0.6237530822785052	-1.3436880245178535	0.8495181901131208	0.2319809719117515	1.0
583000	-2821.896196995432	-2818.942155904294	-2.9540410911383503	-1489.2975727281173	-1329.6445831761769	0.17866861482310314	0.13633786583220484	-0.43907442868561625	-1.2608092724273914	1.1021154929299217	1.3626215092448248	1.0
584000	-2819.7333486119796	-2818.047817816876	-1.685530795103884	-1488.6851944083749	-1329.3626234085013	0.15434064215219614	0.13169927801086426	-0.8378805209539908	-1.33405386610478	4.162772426928377	2.984974788793635	1.0
585000	-2820.5831531495965	-2818.4783444936893	-2.104808655907072	-1487.8998350544766	-1330.5785094392127	0.1622452278422221	0.13549620878621954	-0.7839923875088677	-0.9724693987874169	2.2044998011134997	0.3465386644309755	1.0
586000	-2823.945082723474	-2820.5752858640285	-3.3697968594457377	-1488.2238688986588	-1332.3514169653697	0.17286056485142673	0.11769289183590054	-0.5007878070425544	-1.2464789808341787	1.6447916025563274	0.2680663433653374	1.0
587000	-2821.540058828791	-2818.8250057310997	-2.7150530976916603	-1489.1528904058346	-1329.6721153252654	0.16064748115430208	0.12549348417112585	-0.9802759888739008	-1.375881722506944	1.5977574651789526	1.5114807750594972	1.0
588000	-2821.071978881372	-2818.986437187224	-2.085541694148087	-1488.6136946523284	-1330.3727425348957	0.1736942646697233	0.1254738308381431	-0.6888916094201074	-1.1717891298201228	2.3286201631728365	0.4556069366397467	1.0
589000	-2822.9309170542015	-2818.4159833594576	-4.514933694744	-1488.817313427266	-1329.5986699321913	0.17587674012391105	0.13549233875102012	-0.6267958628466554	-1.1926539818501907	0.7285092316317733	0.30071454551627175	1.0
590000	-2820.997824238586	-2817.3955890047087	-3.6022352338774155	-1487.7245080733073	-1329.6710809314013	0.16531671956411007	0.1334953105526775	-0.7113941498927158	-1.417893431530135	0.9862149538600673	0.6990577132004919	1.0
591000	-2827.801942364466	-2824.0928377116265	-3.709104652839353	-1492.2654286586644	-1331.8274090529621	0.1463625473197383	0.13385269731804214	-1.1675500650366004	-0.8465781476767212	1.4441011020742898	7.92772141717454	1.0
592000	-2822.7083927129843	-2820.311766917984	-2.396625795000152	-1487.6379852068044	-1332.6737817111798	0.1661831169412782	0.14907892297654238	-0.6408775179974558	-0.9375258330283709	2.194612536873523	0.2175376929691105	1.0
593000	-2821.7769653804808	-2819.5436074687127	-2.233357911768194	-1487.6073477403738	-1331.9362597283389	0.16469549222529672	0.13739981772956786	-0.6400339951089228	-0.8175603378559485	1.2520737039127414	0.8388164372822252	1.0
594000	-2820.191392069581	-2817.33655681374	-2.8548352558410004	-1487.9696090535099	-1329.3669477602302	0.1686141558305573	0.12958263466088096	-0.7144838129461103	-1.3459031245530966	3.350805322624596	0.32654114294145214	1.0
595000	-2824.1741100860363	-2822.484290025151	-1.6898200608852756	-1491.8876697261603	-1330.5966202989907	0.1727497555569309	0.14166100283745572	-0.05480810158886058	-1.0641172741654001	1.8547028669395254	0.39871390655840605	1.0
596000	-2826.2346047243286	-2822.7980228523834	-3.4365818719452093	-1493.039774725884	-1329.7582481264994	0.16893264103007388	0.1257321280923316	0.012076514446129089	-1.3046848926717134	0.9297347471911727	2.213212751911651	1.0
597000	-2821.9630552335257	-2819.856255911236	-2.1067993222896946	-1487.9133859344156	-1331.9428699768202	0.1587123202363192	0.13286017566747266	-0.7129072446110709	-0.8461119937164062	1.3856715013040914	0.6974984138061947	1.0
598000	-2821.077697442921	-2818.686816293238	-2.390881149683081	-1487.6232682377724	-1331.0635480554656	0.16594619997303167	0.14347441046522674	-0.6092118788035509	-1.0169095911073303	2.400763357708377	0.2326649888110661	1.0
599000	-2820.9758599101465	-2818.2198033892937	-2.7560565208528827	-1488.3196765547527	-1329.9001268345412	0.1659684032705054	0.1370816223975612	-0.3990450654827513	-1.1117470385557722	1.7285017682787749	3.6636197659498695	1.0
600000	-2819.751930949732	-2817.5044616212003	-2.2474693285314857	-1488.0090639479677	-1329.4953976732327	0.1679444372129091	0.13127847885104987	-0.45495961741193514	-1.4187404533160348	2.004438939781882	0.7373861304520686	1.0
601000	-2823.8252998288503	-2822.4410119328227	-1.384287896027705	-1491.5334585269488	-1330.9075534058738	0.1596936060011227	0.1395724034309638	-0.16397126278552226	-1.434008936444967	3.639328108922472	1.0558181837505929	1.0
602000	-2821.997534367646	-2818.323699858068	-3.6738345095780716	-1488.6014334018691	-1329.7222664561987	0.17433882165847883	0.12509552903596372	-0.6548814465871592	-1.4484784673058357	1.2697098070354595	0.46997016527255764	1.0
603000	-2824.1956962391273	-2820.650492403469	-3.545203835658206	-1489.4276423662425	-1331.2228500372266	0.17211954176314911	0.1448107183672919	-0.26088213415632483	-1.0732183137137588	0.6279571012252676	0.4266929369770888	1.0
604000	-2822.472506226738	-2820.48003237973	-1.9924738470079069	-1489.2527470957891	-1331.2272852839408	0.17832363197428114	0.1430962746421761	-0.5847808533875137	-0.9612746031502903	1.6128530036594835	0.8822163687611435	1.0
605000	-2821.7443973120435	-2819.6824193708026	-2.061977941240999	-1488.97304570812	-1330.7093736626823	0.17745786083884493	0.14040497506281766	-0.5230064302200518	-0.9905245890643466	1.5264886505878033	0.8793163844986788	1.0
606000	-2821.5983115970425	-2817.578643688049	-4.019667908993505	-1488.223916548919	-1329.3547271391299	0.17251489022086217	0.1312820326062699	-0.48024160280857126	-1.3354400377739928	1.1942398488725463	7.717757149285853	1.0
607000	-2822.380013424931	-2819.1759131504687	-3.2041002744622133	-1488.2868996618274	-1330.889013488641	0.15582770578757651	0.12664191646624434	-0.7366994500258331	-1.0632622868914996	1.0750697880931157	0.38873480692226364	1.0
608000	-2822.7198235160827	-2819.6726255966696	-3.047197919413107	-1488.7352919235373	-1330.9373336731323	0.1601533659604586	0.13512891382768943	-0.9313804586285654	-0.9284738134049677	1.0818026398081382	0.4928060348826276	1.0
609000	-2823.609864860592	-2819.8783132309136	-3.7315516296783695	-1488.062178871177	-1331.8161343597365	0.15952545186198044	0.11625832855943269	-0.8088138081987908	-1.660886832508431	2.251305603905352	0.4664084657691119	1.0
610000	-2819.5338680897403	-2818.323951035097	-1.2099170546436064	-1488.5035299254846	-1329.820421109612	0.16471757244106786	0.13514162124525506	-0.38074019840234663	-1.106423526436232	4.026262918887692	1.748872667897502	1.0
611000	-2823.468474993252	-2821.6831080615148	-1.785366931737551	-1490.8982374628456	-1330.7848705986694	0.1846516349054547	0.13135054231006263	-0.5167182715822414	-1.6374406747924943	3.6776006247240898	1.5670084680067178	1.0
612000	-2824.0094272806373	-2818.5410179943287	-5.468409286308602	-1487.6177523145182	-1330.9232656798106	0.1653485680455526	0.14301503061263332	-0.6019993817833358	-1.2516559503738542	2.0009069843723597	0.15375484187265331	1.0
613000	-2826.8316286585696	-2822.7213251842377	-4.110303474332018	-1489.1525563424857	-1333.568768841752	0.15279218024348237	0.1143094580274407	-0.89956224701433	-1.9094952093222874	1.6123497196501608	0.7093211909985832	1.0
614000	-2822.4712289695967	-2819.474039343457	-2.9971896261394986	-1489.277866057415	-1330.1961732860423	0.16482462567598544	0.13677767902963708	-0.28837096569676024	-1.4233320796611917	1.1280379190186394	1.1894980482337307	1.0
615000	-2821.7347979377096	-2818.3682419697498	-3.3665559679598744	-1488.422491917127	-1329.9457500526225	0.1552860224151482	0.13873008007181054	-0.7860147898497087	-1.2105504146620556	2.05156355601207	0.2890246661993905	1.0
616000	-2821.414425362039	-2818.0705812152337	-3.343844146805346	-1488.2818593655463	-1329.7887218496871	0.17345709114285324	0.12478234554828951	-0.5156427055325393	-1.476035006328978	1.2637137776258158	0.562690293401909	1.0
617000	-2823.1610428890567	-2820.0077910417285	-3.1532518473281077	-1488.620840260245	-1331.3869507814834	0.15394116036839214	0.1295272533546299	-0.760517543328022	-0.9453737464978377	0.8277584032855515	0.8450403770098625	1.0
618000	-2820.7803342783313	-2817.603806059117	-3.176528219214431	-1487.6137157806534	-1329.9900902784634	0.1654620948596272	0.13364482472347586	-0.630595293845066	-1.0705013288184193	1.0449267536835816	2.115074204812456	1.0
619000	-2823.634420910441	-2819.5126892527633	-4.121731657677704	-1489.7598423296956	-1329.7528469230679	0.17614389175295533	0.13534651747133808	-0.7834150449255902	-1.1266651982869524	0.6146002362792308	1.8300683867039862	1.0
620000	-2821.463738968876	-2819.359222452101	-2.1045165167745807	-1488.3254103078941	-1331.033812144207	0.17237393823154995	0.1403635315760209	-0.6748632091107074	-0.934567323301505	1.491347717926684	0.5851368147303015	1.0
621000	-2824.335579184877	-2821.975109755688	-2.3604694291891115	-1490.4558750531662	-1331.5192347025218	0.17599109436445226	0.12471126914546159	-0.1850366401069519	-1.0466352415812306	1.133561898511265	0.5191108126198201	1.0
622000	-2826.829079866573	-2823.550121275427	-3.2789585911460906	-1492.3186023073322	-1331.2315189680949	0.14410483893683998	0.12830503029749046	-0.6059898952010373	-0.985072317502572	0.7467105261338798	0.9526035643121257	1.0
623000	-2823.166963575134	-2818.5513587155638	-4.615604859570121	-1487.6624206118	-1330.8889381037638	0.16206148046308827	0.12048865515897011	-0.6413513999246259	-1.6625389710889202	0.5921746372571933	1.046675585756002	1.0
624000	-2821.4688981899	-2819.205782377473	-2.2631158124267374	-1489.3434752707594	-1329.8623071067136	0.15349734688475022	0.12528926485368574	-0.5297806076829219	-1.5278908069245678	2.093697065677068	1.8336986320668855	1.0
625000	-2822.1254414396244	-2819.439733442726	-2.6857079968988162	-1488.271363461226	-1331.1683699814998	0.1561203159611298	0.1180225173849397	-0.6678945661211194	-1.5573873617023948	1.6489124849170427	1.88828568146377	1.0
626000	-2821.5688623304204	-2818.824919342625	-2.7439429877955703	-1488.758834245279	-1330.0660850973459	0.16995220954613208	0.13925479674608449	-0.8240640542180937	-1.1417619371399448	1.6605951449982361	0.44908394919287653	1.0
627000	-2822.079698625557	-2818.7745767305405	-3.3051218950164194	-1489.143151067861	-1329.6314256626797	0.17432362216024733	0.12786252131461853	-0.7599894408272756	-1.2490922820345163	0.9506815472874264	1.2546178793680078	1.0
628000	-2821.0645077685094	-2818.1628593810838	-2.9016483874258814	-1488.0707773169931	-1330.0920820640908	0.16572462624602394	0.13389912376552057	-0.44369734137641537	-1.0512812135129312	0.9487316870984507	0.42654382737032726	1.0
629000	-2821.1094866697495	-2818.497994284391	-2.611492385358267	-1488.524687259982	-1329.9733070244088	0.1550276587866036	0.12883257334603937	-0.64022046251934	-1.560986600256477	1.8498725117781014	2.4600746294963893	1.0
630000	-2819.565670603423	-2817.6063383587502	-1.9593322446727326	-1487.879960247778	-1329.7263781109723	0.16971445601040602	0.13664397523858923	-0.5247358110101717	-1.168903562059313	3.12728400791002	0.3163708055146386	1.0
631000	-2825.9036217308617	-2819.1633780689135	-6.740243661948016	-1488.8839809512638	-1330.2793971176498	0.16165876944432142	0.13355271303431826	-0.9458218525634643	-1.5302827246853767	0.5516203813439771	0.3523158297385541	1.0
632000	-2820.2497462221986	-2818.612492949477	-1.637253272721303	-1489.0164052929133	-1329.596087656564	0.15243811090782747	0.13190079022172904	-0.6775985246602236	-1.1698961111729764	3.2833364681083714	2.3507996342234967	1.0
633000	-2822.4102327215887	-2818.229679094966	-4.180553626623086	-1487.6104771746952	-1330.6192019202708	0.1640550712638071	0.1418840932944615	-0.6222066313783283	-1.246471962362717	0.9048634336330044	0.324357876848038	1.0
634000	-2820.0958358413286	-2817.8481011278755	-2.2477347134531778	-1487.755074377821	-1330.0930267500546	0.16784676889461542	0.13893675946239853	-0.661482632321323	-1.1075759903933144	1.739667097364819	0.49095402851130515	1.0
635000	-2822.309352660398	-2819.383554019737	-2.925798640660896	-1488.5229706825714	-1330.8605833371655	0.16844915178240472	0.12660082158919939	-0.3629178230928979	-1.0678575252702345	0.9909841602730223	1.3658157138440334	1.0
636000	-2820.327466628625	-2817.789172196296	-2.5382944323293595	-1488.3868552796835	-1329.4023169166123	0.16326874578557285	0.1302378179084814	-0.41305276042875316	-1.269081670550756	2.7209935997466035	0.2805060368173669	1.0
637000	-2820.543864868854	-2819.0087429711716	-1.5351218976824854	-1487.689063342423	-1331.3196796287486	0.16248212067785425	0.14528077916989648	-0.7077693976075454	-1.0985645107078024	2.677305834760863	0.8899436996770449	1.0
638000	-2821.7648724875985	-2818.1535889537927	-3.6112835338059273	-1488.0235740567875	-1330.1300148970051	0.17161445641118692	0.13978723643174468	-0.5620198129140637	-1.1544557359189076	1.130746152740565	0.28057451957211904	1.0
639000	-2823.2826486093263	-2819.3452431042333	-3.937405505092825	-1489.9267961891017	-1329.4184469151314	0.1756266583757641	0.12981201370240822	-0.23619147830147616	-1.2709572310265262	0.6565651885563216	0.45040467477361473	1.0
640000	-2822.953675702716	-2820.4745393910257	-2.479136311690147	-1488.2808063633074	-1332.1937330277183	0.15633923144698392	0.11720957195847996	-0.7878077465047838	-1.8011798549742668	2.353718906916564	1.428534888737731	1.0
641000	-2822.804208662497	-2818.2430768477852	-4.561131814711644	-1488.1746581205425	-1330.0684187272425	0.1569794654322656	0.13823472389577848	-0.6420387545774091	-1.08992391819688	1.0466976684843579	0.19268526416873608	1.0
642000	-2823.9182203332443	-2821.840805982616	-2.0774143506282345	-1490.9789742950575	-1330.8618316875588	0.17884107506380775	0.11997905340621527	-0.16923059313840227	-1.6336506034674412	3.2747430239615247	0.656581160795484	1.0
643000	-2820.549855762747	-2817.0526818965154	-3.497173866231782	-1487.6710919508382	-1329.3815899456772	0.16703528961033656	0.12964435801835578	-0.5776888488215591	-1.3753280372715497	1.1916441698295483	0.45545561647001365	1.0
644000	-2822.3753970804805	-2817.0224238588316	-5.352973221648829	-1487.6329011133437	-1329.3895227454882	0.16334845032428663	0.13169241125428452	-0.6110035054898424	-1.3598137363029243	0.3668922767702129	0.5617203977601327	1.0
645000	-2823.239316713041	-2819.94585437586	-3.2934623371805816	-1488.550709405098	-1331.3951449707624	0.16096221323059454	0.14318215075045815	-0.4250392860137118	-1.3463296775409557	0.964462024275868	0.6661307056894735	1.0
646000	-2821.011201365284	-2817.775520009396	-3.2356813558878073	-1488.1316680260582	-1329.6438519833378	0.17030712108155246	0.13055126864263722	-0.7044641260633661	-1.1756650231896966	1.0100976568300648	1.8166360932095083	1.0
647000	-2820.565747719637	-2818.510568933085	-2.0551787865519344	-1488.4245543498455	-1330.0860145832391	0.17164797233688645	0.13800852492186005	-0.40208943886605686	-1.07882729844752	1.5876120349222202	0.4758685964614065	1.0
648000	-2819.857253267398	-2818.1743513066613	-1.682901960736861	-1487.672252337523	-1330.502098969138	0.167236485068319	0.13534665214701794	-0.5864509125093961	-0.9833732962248554	1.9555284534585646	0.7929684387268685	1.0
649000	-2824.142487902257	-2820.813401838815	-3.329086063442001	-1489.6373389685473	-1331.1760628702677	0.1802946807575946	0.13491295932252012	-0.5250336024164253	-0.9028146446712293	2.3771407250970054	11.30769074860176	1.0
650000	-2823.2052340576047	-2820.601554585516	-2.6036794720884644	-1490.6254080340486	-1329.9761465514675	0.18100385459753449	0.12349672216887404	-0.2539434466278239	-1.3845448823339692	2.636863279107863	0.3286033213756021	1.0
651000	-2824.307673936589	-2820.6048872040874	-3.702786732501615	-1490.625578532253	-1329.9793086718346	0.15472187050501923	0.133017391614529	-1.1194975103725275	-1.4951927717781006	0.9971494475347918	1.4674461397551173	1.0
652000	-2819.9214760651835	-2818.077662044462	-1.8438140207213447	-1488.4569106743836	-1329.6207513700788	0.16448234764661196	0.13111162186352004	-0.8710312742882067	-1.1727276225267849	2.6198536441400533	1.697669873302814	1.0
653000	-2823.599470174183	-2821.9755107351266	-1.62395943905625	-1488.4091881123645	-1333.5663226227623	0.16736663701172846	0.13666250668651037	-0.3803781491996149	-0.6884410836704843	1.407294885522692	0.17126084899653524	1.0
654000	-2824.695622035669	-2821.698564658651	-2.997057377018273	-1490.8145982005715	-1330.8839664580794	0.1746112725595677	0.1424326469241861	-0.14182444471044248	-1.014892221135748	1.0678941539959985	0.2082901525939185	1.0
655000	-2819.8726325012412	-2817.7997303276716	-2.072902173569852	-1488.0585610057824	-1329.7411693218892	0.17159181985382688	0.12600844921394042	-0.6149532996782493	-1.501788318154692	2.634494556840552	0.8472895492208471	1.0
656000	-2821.8961396417158	-2817.997558503388	-3.8985811383278572	-1488.3198998366474	-1329.6776586667406	0.15884585024439896	0.1328524682456766	-0.5145083482198988	-1.4369942380874583	1.5459164975638422	0.32240676174943234	1.0
657000	-2825.1535116065247	-2820.8342777118687	-4.319233894656078	-1488.6130484099526	-1332.221229301916	0.1649764161059231	0.14600764020673662	-0.36373412604743777	-0.878126063264729	1.605158628987607	0.08346396769970953	1.0
