occurrence_no;record_type;reid_no;flags;collection_no;accepted_name;accepted_attr;accepted_rank;accepted_no;early_interval;late_interval;max_ma;min_ma
1086075;occ;NA;NA;131387;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086094;occ;NA;NA;131374;Pseudozonaria raymondrobertsi;NA;species;335320;Messinian;;7.246;5.333
1086109;occ;NA;NA;84984;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086129;occ;NA;NA;94099;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1086130;occ;NA;NA;94099;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086131;occ;NA;NA;94099;Bistolida;NA;genus;59383;Messinian;;7.246;5.333
1086132;occ;NA;NA;94099;Cypraeidae;NA;family;60047;Messinian;;7.246;5.333
1086148;occ;NA;NA;131386;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086160;occ;NA;NA;131497;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086179;occ;NA;NA;131496;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086184;occ;NA;NA;84989;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086221;occ;NA;NA;93717;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086222;occ;NA;NA;93717;Pseudozonaria raymondrobertsi;NA;species;335320;Messinian;;7.246;5.333
1088980;occ;NA;NA;96538;Macrocypraea cervus;NA;species;156624;Late Pleistocene;;0.129;0.0117
1089222;occ;NA;NA;136880;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1089263;occ;NA;NA;136879;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1089304;occ;NA;NA;136907;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1089384;occ;NA;NA;136909;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1089989;occ;NA;NA;111204;Loxacypraea chilona;NA;species;187671;Serravallian;;13.82;11.63
1140928;occ;NA;NA;145255;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1140938;occ;NA;NA;145283;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1140980;occ;NA;NA;145254;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1143084;occ;NA;NA;145524;Cypraeidae;NA;family;60047;Tortonian;;11.63;7.246
1143202;occ;NA;NA;145523;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1143282;occ;NA;NA;145522;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1143371;occ;NA;NA;145520;Cypraeidae;NA;family;60047;Tortonian;;11.63;7.246
1143382;occ;NA;NA;145520;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1143561;occ;NA;NA;145561;Loxacypraea chilona;NA;species;187671;Aquitanian;;23.04;20.45
1145667;occ;NA;NA;145900;Cypraeidae;NA;family;60047;Badenian;;13.82;12.8
1148648;occ;NA;NA;146509;Cypraea;NA;genus;9724;Langhian;;15.98;13.82
1150764;occ;NA;NA;146874;Pseudadusta lindae;NA;species;342724;Pliocene;;5.333;2.58
1150797;occ;NA;NA;146875;Akleistostoma pilsbryi;NA;species;341755;Pliocene;;5.333;2.58
1174122;occ;NA;NA;151431;Cypraea;NA;genus;9724;Miocene;;23.04;5.333
1176934;occ;NA;NA;151619;Cypraeidae;NA;family;60047;Maastrichtian;;72.2;66
1176966;occ;NA;NA;151653;Cypraeidae;NA;family;60047;Late Campanian;Early Maastrichtian;83.6;66
1176982;occ;NA;NA;151655;Cypraeidae;NA;family;60047;Campanian;Maastrichtian;83.6;66
1184001;occ;NA;NA;152645;Trona stercoraria;NA;species;249692;Middle Pleistocene;;0.774;0.129
1206133;occ;NA;NA;156367;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1206748;occ;NA;NA;156524;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1206842;occ;NA;NA;156551;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1207465;occ;NA;NA;156691;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1208045;occ;NA;NA;156751;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1208046;occ;NA;NA;156751;Luria;NA;genus;115679;Burdigalian;;20.45;15.98
1208081;occ;NA;NA;156753;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1208268;occ;NA;NA;156797;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1208311;occ;NA;NA;156798;Muracypraea hyaena;NA;species;249683;Burdigalian;Langhian;20.45;13.82
1214131;occ;NA;NA;157828;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1214168;occ;NA;NA;157830;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1214323;occ;NA;NA;157858;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1214351;occ;NA;NA;157859;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1214683;occ;NA;NA;136994;Cypraeidae;NA;family;60047;Late Pliocene;;3.6;2.58
1214788;occ;NA;NA;157969;Cypraeidae;NA;family;60047;Late Pliocene;;3.6;2.58
1214835;occ;NA;NA;157978;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1215081;occ;NA;NA;158040;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1215274;occ;NA;NA;158097;Muracypraea hyaena;NA;species;249683;Langhian;;15.98;13.82
1215698;occ;NA;NA;156832;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1216969;occ;NA;NA;158994;Nucleolaria cowlitziana;NA;species;300491;Bartonian;;41.03;37.71
1224856;occ;NA;NA;160776;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1225062;occ;NA;NA;160816;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1225079;occ;NA;NA;160815;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1225093;occ;NA;NA;160814;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1228581;occ;NA;NA;161622;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1229377;occ;NA;NA;161785;Cypraea (Mauritia) histrio;NA;species;305620;Messinian;;7.246;5.333
1229378;occ;NA;NA;161785;Cypraea (Zoila) itoigawai;NA;species;305623;Messinian;;7.246;5.333
1230813;occ;NA;NA;162001;Luria;NA;genus;115679;Langhian;;15.98;13.82
1252876;occ;NA;NA;107972;Monetaria annulus;NA;species;60022;Late Pleistocene;;0.129;0.0117
1252877;occ;NA;NA;107972;Palmadusta clandestina;NA;species;342033;Late Pleistocene;;0.129;0.0117
1252878;occ;NA;NA;107972;Mauritia grayana;NA;species;342944;Late Pleistocene;;0.129;0.0117
1256856;occ;NA;NA;166744;Zoila platypyga;NA;species;335737;Zanclean;;5.333;3.6
1257072;occ;NA;NA;166810;Cypraea;NA;genus;9724;Tortonian;Zanclean;11.63;3.6
1284829;occ;NA;NA;170993;Palaeocypraea eripnides;NA;species;84135;Rupelian;;33.9;27.03
1284830;occ;NA;NA;170994;Lyncina (Austrocypraea) onkastoma;NA;species;334851;Priabonian;;37.71;33.9
1298534;occ;NA;NA;173265;Ovatipsa chinensis;NA;species;328430;Calabrian;;1.8;0.774
1299338;occ;NA;NA;173459;Zonaria spurcoides;NA;species;109032;Early Oligocene;Middle Miocene;33.9;11.63
1309687;occ;NA;NA;80600;Mauritia arabica;NA;species;60023;Late Pleistocene;;0.129;0.0117
1310948;occ;NA;NA;175971;Palaeocypraea eripnides;NA;species;84135;Teurian;Waipawan;66;52
1310952;occ;NA;NA;48647;Umbilia (Umbilia) platyrhyncha;NA;species;334867;Chattian;;27.03;23.04
1310972;occ;NA;NA;175979;Umbilia (Umbilia) angustior;NA;species;334870;Early Miocene;;23.04;15.98
1311033;occ;NA;NA;71239;Umbilia (Umbilia) angustior;NA;species;334870;Early Miocene;;23.04;15.98
1311034;occ;NA;NA;28307;Umbilia (Umbilia) angustior;NA;species;334870;Aquitanian;;23.04;20.45
1311035;occ;NA;NA;48649;Umbilia (Umbilia) angustior;NA;species;334870;Early Oligocene;Late Oligocene;33.9;23.04
1311036;occ;NA;NA;71240;Umbilia (Umbilia) angustior;NA;species;334870;Early Miocene;;23.04;15.98
1311037;occ;NA;NA;175996;Umbilia (Umbilia) angustior;NA;species;334870;Early Miocene;;23.04;15.98
1311038;occ;NA;NA;175997;Umbilia (Umbilia) angustior;NA;species;334870;Early Miocene;;23.04;15.98
1311039;occ;NA;NA;175998;Umbilia (Umbilia) angustior;NA;species;334870;Early Miocene;;23.04;15.98
1311040;occ;NA;NA;175999;Umbilia (Umbilia) angustior;NA;species;334870;Early Miocene;;23.04;15.98
1311045;occ;NA;NA;176003;Umbilia (Umbilia) leptorhyncha;NA;species;334909;Middle Miocene;;15.98;11.63
1311046;occ;NA;NA;71242;Umbilia (Umbilia) leptorhyncha;NA;species;334909;Middle Miocene;;15.98;11.63
1311047;occ;NA;NA;176004;Umbilia (Umbilia) leptorhyncha;NA;species;334909;Langhian;;15.98;13.82
1311048;occ;NA;NA;72209;Umbilia (Umbilia) leptorhyncha;NA;species;334909;Middle Miocene;;15.98;11.63
1311135;occ;NA;NA;176021;Palaeocypraea fontana;NA;species;335056;Early Albian;;113.2;110.1
1311136;occ;NA;NA;176022;Palaeocypraea grooti;NA;species;335062;Early Maastrichtian;;72.2;66
1311138;occ;NA;NA;176023;Palaeocypraea squyeri;NA;species;335050;Maastrichtian;;72.2;66
1311139;occ;NA;NA;78124;Bernaya (Bernaya) burlingtonensis;NA;species;335090;Maastrichtian;;72.2;66
1311140;occ;NA;NA;60806;Bernaya (Bernaya) crawfordcatei;NA;species;335100;Late Campanian;;83.6;72.2
1311141;occ;NA;NA;176024;Bernaya (Protocypraea) argonautica;NA;species;335097;Turonian;;93.9;89.8
1311142;occ;NA;NA;176025;Bernaya (Protocypraea) argonautica;NA;species;335097;Cenomanian;Turonian;100.5;89.8
1311143;occ;NA;NA;176026;Bernaya (Protocypraea) berryessae;NA;species;335103;Turonian;;93.9;89.8
1311144;occ;NA;NA;60806;Bernaya (Protocypraea) rineyi;NA;species;335109;Late Campanian;;83.6;72.2
1311145;occ;NA;NA;99312;Bernaya (Protocypraea) rineyi;NA;species;335109;Late Campanian;;83.6;72.2
1311147;occ;NA;NA;176027;Austrocypraea amae;NA;species;335140;Late Pliocene;;3.6;2.58
1312106;occ;NA;NA;79943;Lyncina amygdalina;NA;species;341786;Lutetian;;48.07;41.03
1312107;occ;NA;NA;79943;Bernaya (Bernaya) obesa;NA;species;335373;Lutetian;;48.07;41.03
1312110;occ;NA;NA;79943;Macrocypraea veintensis;NA;species;335376;Lutetian;;48.07;41.03
1312111;occ;NA;NA;79943;Eopustularia bartonensis;NA;species;335377;Lutetian;;48.07;41.03
1312112;occ;NA;NA;79943;Eopustularia acyensis;NA;species;335383;Lutetian;;48.07;41.03
1312113;occ;NA;NA;79943;Proadusta;NA;genus;10309;Lutetian;;48.07;41.03
1312116;occ;NA;NA;79943;Cypraeorbis;NA;genus;9730;Lutetian;;48.07;41.03
1313077;occ;NA;NA;41757;Zonaria (Pseudozonaria) cathyae;NA;species;335540;Early Pliocene;;5.333;3.6
1313080;occ;NA;NA;46167;Umbilia (Umbilia) hesitata;NA;species;84140;Messinian;;7.246;5.333
1313081;occ;NA;NA;176218;Umbilia (Umbilia) eximia;NA;species;84137;Langhian;;15.98;13.82
1313082;occ;NA;NA;176219;Umbilia (Umbilia) eximia;NA;species;84137;Langhian;Serravallian;15.98;11.63
1313517;occ;NA;NA;176271;Umbilia (Umbilia) hesitata;NA;species;84140;Late Miocene;;11.63;5.333
1313518;occ;NA;NA;176272;Zoila chathamensis;NA;species;335720;Waipawan;;56;52
1313521;occ;NA;NA;176275;Zoila viathomsoni;NA;species;335722;Priabonian;;37.71;33.9
1313524;occ;NA;NA;176276;Zoila didymorhyncha;NA;species;335725;Chattian;;27.03;23.04
1313525;occ;NA;NA;176277;Zoila glomerabilis;NA;species;335726;Chattian;;27.03;23.04
1313526;occ;NA;NA;48647;Zoila glomerabilis;NA;species;335726;Chattian;;27.03;23.04
1313527;occ;NA;NA;176278;Zoila glomerabilis;NA;species;335726;Chattian;;27.03;23.04
1313528;occ;NA;NA;174152;Zoila glomerabilis;NA;species;335726;Chattian;;27.03;23.04
1313529;occ;NA;NA;176279;Zoila glomerabilis;NA;species;335726;Chattian;;27.03;23.04
1313530;occ;NA;NA;175997;Zoila glomerabilis;NA;species;335726;Early Miocene;;23.04;15.98
1313531;occ;NA;NA;175979;Zoila dolichorhyncha;NA;species;335727;Early Miocene;;23.04;15.98
1313532;occ;NA;NA;176280;Zoila mulderi;NA;species;335728;Early Miocene;;23.04;15.98
1313533;occ;NA;NA;72193;Zoila mulderi;NA;species;335728;Early Miocene;;23.04;15.98
1313534;occ;NA;NA;176281;Zoila mulderi;NA;species;335728;Langhian;;15.98;13.82
1313535;occ;NA;NA;51397;Zoila mulderi;NA;species;335728;Middle Miocene;;15.98;11.63
1313539;occ;NA;NA;152464;Austrocypraea amae;NA;species;335140;Gelasian;;2.58;1.8
1313540;occ;NA;NA;152476;Austrocypraea amae;NA;species;335140;Gelasian;;2.58;1.8
1313541;occ;NA;NA;176028;Zoila campestris;NA;species;335761;Late Pliocene;;3.6;2.58
1313542;occ;NA;NA;176029;Zoila campestris;NA;species;335761;Late Pliocene;;3.6;2.58
1313543;occ;NA;NA;176028;Zoila fodinata;NA;species;335762;Late Pliocene;;3.6;2.58
1313616;occ;NA;NA;176028;Umbilia (Umbilia) hesitata;NA;species;84140;Late Pliocene;;3.6;2.58
1313617;occ;NA;NA;152476;Umbilia (Umbilia) hesitata;NA;species;84140;Gelasian;;2.58;1.8
1313618;occ;NA;NA;152476;Zoila campestris;NA;species;335761;Gelasian;;2.58;1.8
1313619;occ;NA;NA;176029;Umbilia (Umbilia) hesitata;NA;species;84140;Late Pliocene;;3.6;2.58
1313620;occ;NA;NA;71240;Umbilia (Umbilia) eximia;NA;species;84137;Early Miocene;;23.04;15.98
1313784;occ;NA;NA;48647;Umbilia (Umbilia) prosila;NA;species;84143;Chattian;;27.03;23.04
1313785;occ;NA;NA;176293;Umbilia (Umbilia) prosila;NA;species;84143;Chattian;;27.03;23.04
1313786;occ;NA;NA;51394;Zoila gigas;NA;species;335748;Chattian;;27.03;23.04
1313787;occ;NA;NA;71238;Umbilia (Umbilia) prosila;NA;species;84143;Late Oligocene;Early Miocene;27.03;15.98
1313788;occ;NA;NA;71238;Zoila gigas;NA;species;335748;Late Oligocene;Early Miocene;27.03;15.98
1313789;occ;NA;NA;176294;Umbilia (Umbilia) prosila;NA;species;84143;Chattian;;27.03;23.04
1313790;occ;NA;NA;176295;Umbilia (Umbilia) prosila;NA;species;84143;Chattian;;27.03;23.04
1313791;occ;NA;NA;176296;Umbilia (Umbilia) prosila;NA;species;84143;Chattian;;27.03;23.04
1313792;occ;NA;NA;50070;Zoila gigas;NA;species;335748;Chattian;;27.03;23.04
1313793;occ;NA;NA;176297;Zoila gigas;NA;species;335748;Middle Miocene;;15.98;11.63
1313798;occ;NA;NA;51397;Umbilia (Umbilia) leptorhyncha;NA;species;334909;Middle Miocene;;15.98;11.63
1313848;occ;NA;NA;176298;Umbilia (Umbilia) eximia;NA;species;84137;Langhian;;15.98;13.82
1313849;occ;NA;NA;176298;Umbilia (Umbilia) leptorhyncha;NA;species;334909;Langhian;;15.98;13.82
1313850;occ;NA;NA;176003;Zoila platypyga;NA;species;335737;Middle Miocene;;15.98;11.63
1313851;occ;NA;NA;176003;Zoila gigas;NA;species;335748;Middle Miocene;;15.98;11.63
1313852;occ;NA;NA;176003;Umbilia (Palliocypraea) gastroplax;NA;species;335772;Middle Miocene;;15.98;11.63
1313853;occ;NA;NA;176003;Umbilia (Umbilia) eximia;NA;species;84137;Middle Miocene;;15.98;11.63
1313854;occ;NA;NA;176299;Umbilia (Umbilia) eximia;NA;species;84137;Langhian;;15.98;13.82
1313855;occ;NA;NA;176299;Zoila platypyga;NA;species;335737;Langhian;;15.98;13.82
1313856;occ;NA;NA;176299;Zoila gigas;NA;species;335748;Langhian;;15.98;13.82
1313857;occ;NA;NA;176299;Umbilia (Umbilia) leptorhyncha;NA;species;334909;Langhian;;15.98;13.82
1313858;occ;NA;NA;176299;Umbilia (Palliocypraea) gastroplax;NA;species;335772;Langhian;;15.98;13.82
1313859;occ;NA;NA;176299;Umbilia (Umbilia) siphonata;NA;species;84145;Langhian;;15.98;13.82
1313860;occ;NA;NA;71351;Zoila gigas;NA;species;335748;Middle Miocene;;15.98;11.63
1313861;occ;NA;NA;71351;Umbilia (Umbilia) siphonata;NA;species;84145;Middle Miocene;;15.98;11.63
1313862;occ;NA;NA;176300;Zoila platypyga;NA;species;335737;Langhian;;15.98;13.82
1313863;occ;NA;NA;176301;Umbilia (Umbilia) eximia;NA;species;84137;Langhian;;15.98;13.82
1313864;occ;NA;NA;176301;Umbilia (Umbilia) leptorhyncha;NA;species;334909;Langhian;;15.98;13.82
1313867;occ;NA;NA;176302;Zoila gigas;NA;species;335748;Langhian;Serravallian;15.98;11.63
1313868;occ;NA;NA;176303;Zoila gigas;NA;species;335748;Burdigalian;;20.45;15.98
1313869;occ;NA;NA;71242;Zoila gigas;NA;species;335748;Middle Miocene;;15.98;11.63
1314085;occ;NA;NA;70539;Cypraea;NA;genus;9724;Middle Miocene;;15.98;11.63
1314229;occ;NA;NA;176337;Austrocypraea towncreekensis;NA;species;336055;Middle Eocene;;48.07;37.71
1314252;occ;NA;NA;164232;Cypraeorbis ventripotens;NA;species;342144;Bartonian;;41.03;37.71
1314499;occ;NA;NA;176361;Subepona goedertorum;NA;species;336210;Ypresian;;56;48.07
1314500;occ;NA;NA;176362;Subepona goedertorum;NA;species;336210;Ypresian;;56;48.07
1314506;occ;NA;NA;176363;Bernaya (Protocypraea) louellasaulae;NA;species;336238;Middle Campanian;;83.6;72.2
1314508;occ;NA;NA;176363;Bernaya (Protocypraea) popenoei;NA;species;336250;Middle Campanian;;83.6;72.2
1314513;occ;NA;NA;176365;Palaeocypraea wilfredi;NA;species;336242;Early Campanian;;83.6;72.2
1314514;occ;NA;NA;176369;Bernaya (Protocypraea) popenoei;NA;species;336250;Early Campanian;;83.6;72.2
1314541;occ;NA;NA;176365;Bernaya (Bernaya) jeanae;NA;species;336261;Early Campanian;;83.6;72.2
1314612;occ;NA;NA;176395;Bernaya (Bernaya) beardi;NA;species;336277;Late Santonian;Early Campanian;85.7;72.2
1314613;occ;NA;NA;176396;Bernaya (Bernaya) crawfordcatei;NA;species;335100;Late Campanian;;83.6;72.2
1314614;occ;NA;NA;176397;Bernaya (Protocypraea) gualalaensis;NA;species;335105;Late Campanian;Early Maastrichtian;83.6;66
1314615;occ;NA;NA;176398;Bernaya (Protocypraea) gualalaensis;NA;species;335105;Late Campanian;Early Maastrichtian;83.6;66
1314616;occ;NA;NA;60806;Bernaya (Protocypraea) gualalaensis;NA;species;335105;Late Campanian;;83.6;72.2
1314617;occ;NA;NA;176399;Bernaya (Protocypraea) gualalaensis;NA;species;335105;Late Campanian;Early Maastrichtian;83.6;66
1314618;occ;NA;NA;176400;Bernaya (Protocypraea) gualalaensis;NA;species;335105;Late Campanian;;83.6;72.2
1314619;occ;NA;NA;176401;Bernaya (Protocypraea) gualalaensis;NA;species;335105;Late Campanian;Early Maastrichtian;83.6;66
1314620;occ;NA;NA;99313;Bernaya (Protocypraea) gualalaensis;NA;species;335105;Late Campanian;Early Maastrichtian;83.6;66
1314621;occ;NA;NA;176402;Bernaya (Protocypraea) gualalaensis;NA;species;335105;Late Campanian;;83.6;72.2
1314684;occ;NA;NA;176416;Umbilia caepa;NA;species;336376;Langhian;;15.98;13.82
1314685;occ;NA;NA;176417;Umbilia caepa;NA;species;336376;Langhian;;15.98;13.82
1314692;occ;NA;NA;176418;Austrocypraea rumballi;NA;species;337398;Langhian;;15.98;13.82
1314693;occ;NA;NA;176416;Austrocypraea rumballi;NA;species;337398;Langhian;;15.98;13.82
1314717;occ;NA;NA;176435;Erosaria aliena;NA;species;167685;Early Miocene;;23.04;15.98
1314718;occ;NA;NA;152532;Notocypraea goudeyi;NA;species;336395;Gelasian;;2.58;1.8
1314942;occ;NA;NA;176456;Propustularia kemperae;NA;species;336476;Thanetian;;59.24;56
1314954;occ;NA;NA;176457;Protocypraea simiensis;NA;species;336478;Thanetian;;59.24;56
1315014;occ;NA;NA;176463;Cypraeorbis gaasensis;NA;species;336513;Rupelian;;33.9;27.03
1315015;occ;NA;NA;176463;Cypraeorbis vesicularis;NA;species;342054;Rupelian;;33.9;27.03
1315016;occ;NA;NA;176463;Proadusta camiadorum;NA;species;342006;Rupelian;;33.9;27.03
1315017;occ;NA;NA;176463;Proadusta distorta;NA;species;342129;Rupelian;;33.9;27.03
1315018;occ;NA;NA;176463;Proadusta elliptica;NA;species;342585;Rupelian;;33.9;27.03
1315019;occ;NA;NA;176463;Proadusta gemmosa;NA;species;342929;Rupelian;;33.9;27.03
1315020;occ;NA;NA;176463;Proadusta parvissima;NA;species;342477;Rupelian;;33.9;27.03
1315021;occ;NA;NA;176463;Proadusta rostralina;NA;species;342486;Rupelian;;33.9;27.03
1315022;occ;NA;NA;176463;Praerosaria amoenacea;NA;species;341785;Rupelian;;33.9;27.03
1315023;occ;NA;NA;176463;Praerosaria espibosensis;NA;species;342596;Rupelian;;33.9;27.03
1315024;occ;NA;NA;176463;Praerosaria paulonaria;NA;species;343108;Rupelian;;33.9;27.03
1315025;occ;NA;NA;176463;Praerosaria pseudorugosa;NA;species;342553;Rupelian;;33.9;27.03
1315026;occ;NA;NA;176463;Praerosaria exflaveola;NA;species;336515;Rupelian;;33.9;27.03
1315027;occ;NA;NA;176463;Monetaria moneta;NA;species;60041;Rupelian;;33.9;27.03
1315292;occ;32099;NA;171367;Lyncina cingulata;NA;species;336696;Burdigalian;;20.45;15.98
1315293;occ;NA;NA;171367;Mauritia (Mauritia) uzestensis;NA;species;336698;Burdigalian;;20.45;15.98
1315318;occ;NA;NA;70203;Lyncina eristicos;NA;species;342595;Burdigalian;;20.45;15.98
1315319;occ;NA;NA;70203;Zonarina aturensis;NA;species;341887;Burdigalian;;20.45;15.98
1315320;occ;NA;NA;70203;Zonarina maynotensis;NA;species;342207;Burdigalian;;20.45;15.98
1315321;occ;NA;NA;70191;Lyncina imperialis;NA;species;342968;Burdigalian;;20.45;15.98
1315322;occ;NA;NA;70191;Lyncina magnifica;NA;species;336813;Burdigalian;;20.45;15.98
1315323;occ;NA;NA;70191;Cypraea boucheti;NA;species;338758;Burdigalian;;20.45;15.98
1315324;occ;NA;NA;70191;Luria (Tessellata) pelouaensis;NA;species;340302;Burdigalian;;20.45;15.98
1315395;occ;NA;NA;152695;Lyncina maestratii;NA;species;343064;Chattian;;27.03;23.04
1315396;occ;NA;NA;152695;Ransonia coseli;NA;species;342577;Chattian;;27.03;23.04
1315397;occ;NA;NA;152695;Ransonia faviai;NA;species;342611;Chattian;;27.03;23.04
1315398;occ;NA;NA;152695;Ransonia ferruginosa;NA;species;342622;Chattian;;27.03;23.04
1315399;occ;NA;NA;152695;Ransonia senuti;NA;species;342209;Chattian;;27.03;23.04
1315400;occ;NA;NA;152695;Prozonarina barcamorpha;NA;species;341895;Chattian;;27.03;23.04
1315401;occ;NA;NA;152695;Praerosaria herosae;NA;species;342961;Chattian;;27.03;23.04
1315404;occ;NA;NA;70222;Lyncina magnifica;NA;species;336813;Aquitanian;Burdigalian;23.04;15.98
1315406;occ;NA;NA;74865;Lyncina miopropinqua;NA;species;336818;Aquitanian;;23.04;20.45
1315407;occ;NA;NA;74865;Zonarina pinguis;NA;species;336819;Aquitanian;;23.04;20.45
1315408;occ;NA;NA;90457;Lyncina eristicos;NA;species;342595;Aquitanian;;23.04;20.45
1315409;occ;NA;NA;90457;Plaziatia subglobosa;NA;species;342193;Aquitanian;;23.04;20.45
1315410;occ;NA;NA;90457;Zonarina aturensis;NA;species;341887;Aquitanian;;23.04;20.45
1315411;occ;NA;NA;90457;Zonarina maynotensis;NA;species;342207;Aquitanian;;23.04;20.45
1315412;occ;NA;NA;88795;Ransonia tarbelliana;NA;species;342288;Chattian;;27.03;23.04
1315413;occ;NA;NA;88795;Prozonarina barcamorpha;NA;species;341895;Chattian;;27.03;23.04
1315414;occ;NA;NA;88795;Zonarina abbessensis;NA;species;341783;Chattian;;27.03;23.04
1315415;occ;NA;NA;88795;Plaziatia amandula;NA;species;341784;Chattian;;27.03;23.04
1315416;occ;NA;NA;88795;Subepona herrerensis;NA;species;336825;Chattian;;27.03;23.04
1315417;occ;NA;NA;88795;Luria (Tessellata) chattica;NA;species;342018;Chattian;;27.03;23.04
1315513;occ;NA;NA;176546;Cypraea ohiroi;NA;species;336871;Tortonian;;11.63;7.246
1315591;occ;NA;NA;176558;Cypraea ohiroi;NA;species;336871;Langhian;;15.98;13.82
1315605;occ;NA;NA;176560;Cypraea ohiroi;NA;species;336871;Burdigalian;Langhian;20.45;13.82
1316053;occ;NA;NA;176638;Archicypraea ancillaria;NA;species;336077;Bartonian;;41.03;37.71
1316949;occ;NA;NA;152532;Notocypraea darraghi;NA;species;337362;Gelasian;;2.58;1.8
1316950;occ;NA;NA;176463;Proadusta bitruncata;NA;species;337365;Rupelian;;33.9;27.03
1316951;occ;NA;NA;176769;Eopustularia balinka;NA;species;337397;Bartonian;;41.03;37.71
1316954;occ;NA;NA;176770;Eopustularia balinka;NA;species;337397;Lutetian;;48.07;41.03
1316961;occ;NA;NA;176772;Austrocypraea goudeyana;NA;species;337410;Langhian;;15.98;13.82
1317745;occ;NA;NA;176994;Palaeocypraea spirata;NA;species;334855;Danian;;66;61.66
1317746;occ;NA;NA;176994;Palaeocypraea;NA;genus;10233;Danian;;66;61.66
1317747;occ;NA;NA;176994;Bernaya (Protocypraea) globuliformis;NA;species;337758;Danian;;66;61.66
1317913;occ;NA;NA;84915;Notadusta trelissickensis;NA;species;337807;Otaian;;21.7;18.7
1320699;occ;NA;NA;177068;Subepona promeces;NA;species;339065;Bartonian;;41.03;37.71
1320700;occ;NA;NA;177610;Subepona promeces;NA;species;339065;Bartonian;;41.03;37.71
1321008;occ;NA;NA;177665;Archicypraea lioyi;NA;species;339117;Lutetian;;48.07;41.03
1321009;occ;NA;NA;177665;Semicypraea koninckii;NA;species;339119;Lutetian;;48.07;41.03
1321010;occ;NA;NA;177667;Semicypraea koninckii;NA;species;339119;Ypresian;;56;48.07
1321011;occ;NA;NA;177665;Eopustularia moloni;NA;species;337379;Lutetian;;48.07;41.03
1321013;occ;NA;NA;177665;Protoponda vinassai;NA;species;339151;Lutetian;;48.07;41.03
1321031;occ;NA;NA;177670;Archicypraea superba;NA;species;339149;Lutetian;;48.07;41.03
1321032;occ;NA;NA;177670;Eopustularia moloni;NA;species;337379;Lutetian;;48.07;41.03
1321033;occ;NA;NA;177670;Protoponda vinassai;NA;species;339151;Lutetian;;48.07;41.03
1321264;occ;NA;NA;177707;Semicypraea koninckii;NA;species;339119;Ypresian;;56;48.07
1321271;occ;NA;NA;177708;Cypraeopsis (Cypraeopsis) aquensis;NA;species;339156;Chattian;;27.03;23.04
1321272;occ;NA;NA;177708;Luria (Tessellata) chattica;NA;species;342018;Chattian;;27.03;23.04
1321273;occ;NA;NA;177708;Ransonia coseli;NA;species;342577;Chattian;;27.03;23.04
1321274;occ;NA;NA;177708;Ransonia tarbelliana;NA;species;342288;Chattian;;27.03;23.04
1321275;occ;NA;NA;177708;Prozonarina barcamorpha;NA;species;341895;Chattian;;27.03;23.04
