it	posterior	prior	BD_lik	k_birth	k_death	RJ_hp	root_age	death_age	tot_length
2877000	-2759.642006338471	-71.6483735275717	-2687.9936328108997	7	4	3.4860661369947374	147.7878483103789	0.0	3256.3355761243356
2878000	-2752.7735810038957	-73.99553092214023	-2678.7780500817557	7	5	4.555875192326759	147.7878483103789	0.0	3256.3355761243356
2879000	-2756.590996182489	-70.66008204891858	-2685.9309141335707	7	4	3.9649598489153757	147.7878483103789	0.0	3256.3355761243356
2880000	-2744.0795013034112	-68.92766715882277	-2675.1518341445885	6	5	5.756915947481169	147.7878483103789	0.0	3256.3355761243356
2881000	-2744.2790715747087	-77.2847449207713	-2666.9943266539376	6	6	3.4380192948781536	147.7878483103789	0.0	3256.3355761243356
2882000	-2744.758813858831	-76.23664882185395	-2668.522165036977	6	6	3.9845800258632735	147.7878483103789	0.0	3256.3355761243356
2883000	-2752.2010475095176	-79.30715544043797	-2672.89389206908	6	7	3.344851538999353	147.7878483103789	0.0	3256.3355761243356
2884000	-2752.739972598094	-67.07750035251613	-2685.662472245578	6	5	6.267822998407902	147.7878483103789	0.0	3256.3355761243356
2885000	-2754.7334323483797	-69.40843096690229	-2685.3250013814773	6	5	4.255321292242431	147.7878483103789	0.0	3256.3355761243356
2886000	-2751.399080330754	-75.05635580182965	-2676.342724528924	6	6	3.4237093618612318	147.7878483103789	0.0	3256.3355761243356
2887000	-2748.620579771876	-74.60703296631607	-2674.0135468055596	6	6	5.0827678743617	147.7878483103789	0.0	3256.3355761243356
2888000	-2756.1656210142055	-82.04756616409401	-2674.1180548501115	6	6	6.786834702090168	147.7878483103789	0.0	3256.3355761243356
2889000	-2749.1921211523995	-77.71914723926882	-2671.4729739131308	6	6	5.6717420227522926	147.7878483103789	0.0	3256.3355761243356
2890000	-2744.9153345525633	-74.63780837080807	-2670.277526181755	6	6	3.9031702721316854	147.7878483103789	0.0	3256.3355761243356
2891000	-2749.747368836361	-80.60524968592614	-2669.142119150435	6	7	4.532129280266792	147.7878483103789	0.0	3256.3355761243356
2892000	-2754.5118898203887	-78.03560516164296	-2676.4762846587455	7	6	4.9491812463208475	147.7878483103789	0.0	3256.3355761243356
2893000	-2746.708713802352	-74.8061471227621	-2671.90256667959	6	6	6.321166942718069	147.7878483103789	0.0	3256.3355761243356
2894000	-2754.331285602846	-73.0898543260386	-2681.2414312768074	6	6	3.2554181259687276	147.7878483103789	0.0	3256.3355761243356
2895000	-2763.6945736390276	-82.58588016033798	-2681.1086934786895	7	5	2.8533678019740005	147.7878483103789	0.0	3256.3355761243356
2896000	-2755.7159159597327	-72.5905021438327	-2683.1254138159	6	5	4.612468528581738	147.7878483103789	0.0	3256.3355761243356
2897000	-2757.0131819725666	-82.7850202674006	-2674.228161705166	7	6	4.675263738993066	147.7878483103789	0.0	3256.3355761243356
2898000	-2762.1777224221782	-86.56073535678262	-2675.6169870653957	8	6	4.293882612994244	147.7878483103789	0.0	3256.3355761243356
2899000	-2753.936433365247	-79.5523208476661	-2674.384112517581	6	6	5.6224796481631145	147.7878483103789	0.0	3256.3355761243356
2900000	-2760.9057720376863	-64.77234838624166	-2696.133423651445	6	4	4.811692970119265	147.7878483103789	0.0	3256.3355761243356
2901000	-2759.165202967485	-62.64777470897457	-2696.5174282585103	6	3	3.2935120421068573	147.7878483103789	0.0	3256.3355761243356
2902000	-2756.3312020512426	-62.3828515161057	-2693.948350535137	6	4	6.41761721527115	147.7878483103789	0.0	3256.3355761243356
2903000	-2755.0932174327318	-66.19274420215052	-2688.900473230581	6	5	2.55815001402628	147.7878483103789	0.0	3256.3355761243356
2904000	-2763.3245741646397	-65.92404879002522	-2697.4005253746145	6	5	4.290463468042109	147.7878483103789	0.0	3256.3355761243356
2905000	-2761.8211916221535	-61.791426344211146	-2700.0297652779423	6	3	4.798623016017443	147.7878483103789	0.0	3256.3355761243356
2906000	-2756.086410357782	-59.91857702295637	-2696.1678333348254	6	3	3.8246398128224435	147.7878483103789	0.0	3256.3355761243356
2907000	-2762.1806305586124	-63.39743988031523	-2698.783190678297	6	4	5.154850954393337	147.7878483103789	0.0	3256.3355761243356
2908000	-2749.9844685327957	-67.06564326266881	-2682.918825270127	6	5	5.225621616440543	147.7878483103789	0.0	3256.3355761243356
2909000	-2751.393144479918	-71.10154440519003	-2680.291600074728	6	6	4.00154644031796	147.7878483103789	0.0	3256.3355761243356
2910000	-2755.104098519509	-74.31433818903344	-2680.7897603304755	6	6	4.4992867780562245	147.7878483103789	0.0	3256.3355761243356
2911000	-2745.679166101477	-76.0041470975575	-2669.6750190039197	6	6	3.8541585877663227	147.7878483103789	0.0	3256.3355761243356
2912000	-2753.199013096393	-75.39887148222977	-2677.8001416141633	6	6	3.513734345260364	147.7878483103789	0.0	3256.3355761243356
2913000	-2752.024486259139	-73.7662744222215	-2678.2582118369173	6	6	3.2769568815816648	147.7878483103789	0.0	3256.3355761243356
2914000	-2753.128734009263	-71.4282170921538	-2681.7005169171093	6	6	4.6029774320199675	147.7878483103789	0.0	3256.3355761243356
2915000	-2754.0354864039477	-69.47510761442608	-2684.5603787895216	6	5	3.1871887080516856	147.7878483103789	0.0	3256.3355761243356
2916000	-2762.426022051764	-76.59332228417986	-2685.832699767584	7	5	4.345295313719516	147.7878483103789	0.0	3256.3355761243356
2917000	-2753.6392956200507	-73.31308188329945	-2680.326213736751	6	5	3.460715238949331	147.7878483103789	0.0	3256.3355761243356
2918000	-2761.7635271750946	-67.043544915479	-2694.719982259616	6	5	3.6452940319118534	147.7878483103789	0.0	3256.3355761243356
2919000	-2761.5430057062913	-69.62783652593774	-2691.9151691803536	6	5	2.0909314151210614	147.7878483103789	0.0	3256.3355761243356
2920000	-2761.241479278742	-68.6593222219832	-2692.582157056759	6	5	5.624475766566474	147.7878483103789	0.0	3256.3355761243356
2921000	-2764.2617208144093	-68.36616831916969	-2695.8955524952394	7	4	6.736482327933118	147.7878483103789	0.0	3256.3355761243356
2922000	-2752.7520623255564	-69.48079699922415	-2683.271265326332	6	5	3.3344861986887637	147.7878483103789	0.0	3256.3355761243356
2923000	-2752.867827600896	-74.01596125075488	-2678.851866350141	6	5	2.8304767074578843	147.7878483103789	0.0	3256.3355761243356
2924000	-2754.1581768406713	-67.17920210550123	-2686.97897473517	6	5	7.984693396313894	147.7878483103789	0.0	3256.3355761243356
2925000	-2752.0957179032284	-74.47047577836844	-2677.62524212486	7	5	5.24326360761393	147.7878483103789	0.0	3256.3355761243356
2926000	-2759.004000293973	-81.90155645021119	-2677.102443843762	6	7	5.576102695587026	147.7878483103789	0.0	3256.3355761243356
2927000	-2758.7821684347796	-87.45097795556694	-2671.3311904792126	6	7	3.9564872245546856	147.7878483103789	0.0	3256.3355761243356
2928000	-2751.2845038239966	-72.31597005737137	-2678.968533766625	6	6	4.361189611057127	147.7878483103789	0.0	3256.3355761243356
2929000	-2748.376695880411	-71.39588726157805	-2676.9808086188327	6	6	3.190036907740297	147.7878483103789	0.0	3256.3355761243356
2930000	-2753.3923180335205	-81.9565406955377	-2671.435777337983	6	7	5.842667436660355	147.7878483103789	0.0	3256.3355761243356
2931000	-2755.5806628445057	-82.78935161600558	-2672.7913112285	7	6	6.602046311765154	147.7878483103789	0.0	3256.3355761243356
2932000	-2747.364660005056	-71.77496695881496	-2675.5896930462413	6	6	5.232671970544167	147.7878483103789	0.0	3256.3355761243356
2933000	-2757.171804814261	-77.5385030691083	-2679.633301745153	6	7	5.665163732945382	147.7878483103789	0.0	3256.3355761243356
2934000	-2760.753322022781	-72.70776521424932	-2688.0455568085317	6	5	2.625397185636945	147.7878483103789	0.0	3256.3355761243356
2935000	-2748.4318711993415	-73.45916546623812	-2674.9727057331033	6	6	3.9091061142555255	147.7878483103789	0.0	3256.3355761243356
2936000	-2749.6753345727284	-75.39473465946362	-2674.2805999132647	6	6	3.899487471689131	147.7878483103789	0.0	3256.3355761243356
2937000	-2749.188768249345	-78.83781905395094	-2670.3509491953937	6	6	4.507442652002504	147.7878483103789	0.0	3256.3355761243356
2938000	-2747.6563667478376	-70.13628647113435	-2677.520080276703	6	5	4.123046510479323	147.7878483103789	0.0	3256.3355761243356
2939000	-2748.275915351812	-75.34530100607381	-2672.930614345738	6	6	5.697027970218785	147.7878483103789	0.0	3256.3355761243356
2940000	-2758.8806276690666	-76.27818671311238	-2682.602440955954	6	6	4.256876831880901	147.7878483103789	0.0	3256.3355761243356
2941000	-2749.586681669409	-76.29300454106189	-2673.293677128347	6	6	4.427930720609257	147.7878483103789	0.0	3256.3355761243356
2942000	-2755.0033520166644	-67.956108993171	-2687.0472430234936	6	5	7.355442289266383	147.7878483103789	0.0	3256.3355761243356
2943000	-2760.851061895282	-75.8425367400889	-2685.008525155193	6	6	4.781024086408713	147.7878483103789	0.0	3256.3355761243356
2944000	-2754.8843686462064	-69.17623757568515	-2685.708131070521	6	5	4.271518919500438	147.7878483103789	0.0	3256.3355761243356
2945000	-2753.1163929779677	-70.97920659090525	-2682.1371863870627	6	5	5.844188451266623	147.7878483103789	0.0	3256.3355761243356
2946000	-2768.6247032302526	-74.60720714591585	-2694.017496084337	6	6	6.308899278236861	147.7878483103789	0.0	3256.3355761243356
2947000	-2747.9852087108447	-68.76997094777637	-2679.215237763068	6	5	2.9706987445310356	147.7878483103789	0.0	3256.3355761243356
2948000	-2757.9153780962197	-74.5380597324375	-2683.3773183637823	6	6	6.643281841248852	147.7878483103789	0.0	3256.3355761243356
2949000	-2752.549443983007	-76.2930350403301	-2676.256408942677	7	5	4.07850318436181	147.7878483103789	0.0	3256.3355761243356
2950000	-2747.1408803748604	-70.68423106774694	-2676.4566493071134	6	5	4.897439107393973	147.7878483103789	0.0	3256.3355761243356
2951000	-2743.931228814978	-72.42252516661536	-2671.508703648363	6	5	5.3564032967595185	147.7878483103789	0.0	3256.3355761243356
2952000	-2752.0984807253217	-76.25695385047094	-2675.841526874851	7	5	4.629124711791939	147.7878483103789	0.0	3256.3355761243356
2953000	-2752.277727720779	-75.26845331697645	-2677.0092744038025	6	6	3.912724884475367	147.7878483103789	0.0	3256.3355761243356
2954000	-2753.8960757184113	-81.46220921109351	-2672.433866507318	6	6	2.624742237389184	147.7878483103789	0.0	3256.3355761243356
2955000	-2752.5556677493	-74.3853015985887	-2678.1703661507113	6	6	5.711078985496628	147.7878483103789	0.0	3256.3355761243356
2956000	-2747.4115393252505	-74.66248219117853	-2672.749057134072	6	6	6.174655605608849	147.7878483103789	0.0	3256.3355761243356
2957000	-2743.548107159614	-74.0171716041317	-2669.5309355554823	6	6	6.142225920072442	147.7878483103789	0.0	3256.3355761243356
2958000	-2753.6371305378307	-78.12596122482684	-2675.511169313004	6	6	6.572330742440652	147.7878483103789	0.0	3256.3355761243356
2959000	-2740.569875201369	-72.313068467299	-2668.25680673407	6	6	6.947602703006845	147.7878483103789	0.0	3256.3355761243356
2960000	-2758.0680668767804	-89.653462996739	-2668.4146038800413	8	6	4.654391314879139	147.7878483103789	0.0	3256.3355761243356
2961000	-2743.743943357527	-75.10442733796356	-2668.6395160195634	6	5	2.7524868567979492	147.7878483103789	0.0	3256.3355761243356
2962000	-2746.8664464326353	-75.09246787501162	-2671.7739785576236	6	5	2.1648486728621656	147.7878483103789	0.0	3256.3355761243356
2963000	-2743.0487943254993	-69.6655042945238	-2673.3832900309753	6	5	2.7475861641411488	147.7878483103789	0.0	3256.3355761243356
2964000	-2745.8387233519697	-72.16983299464015	-2673.6688903573295	6	5	2.5664610496353935	147.7878483103789	0.0	3256.3355761243356
2965000	-2746.055135797409	-66.03726674271772	-2680.0178690546913	6	5	3.6291008662016684	147.7878483103789	0.0	3256.3355761243356
2966000	-2741.0500976582994	-69.68251104184733	-2671.367586616452	6	5	5.273533800197718	147.7878483103789	0.0	3256.3355761243356
2967000	-2755.7436951029963	-73.13320437580938	-2682.610490727187	6	5	5.579614960501574	147.7878483103789	0.0	3256.3355761243356
2968000	-2752.204308773072	-71.51358352921609	-2680.690725243856	6	5	6.095827715929985	147.7878483103789	0.0	3256.3355761243356
2969000	-2757.1984641144445	-73.00898590850262	-2684.1894782059417	6	6	4.1888259937032055	147.7878483103789	0.0	3256.3355761243356
2970000	-2759.5730635581494	-71.25235867737061	-2688.320704880779	6	5	4.23342862624651	147.7878483103789	0.0	3256.3355761243356
2971000	-2753.4119997599714	-78.5030859988322	-2674.908913761139	6	5	3.2344384769892423	147.7878483103789	0.0	3256.3355761243356
2972000	-2743.1567824496888	-79.60942862966871	-2663.54735382002	6	6	5.600619472434948	147.7878483103789	0.0	3256.3355761243356
2973000	-2745.784165460216	-76.98613380116258	-2668.798031659054	6	6	4.317837704021072	147.7878483103789	0.0	3256.3355761243356
2974000	-2746.893479346915	-73.45128510543894	-2673.442194241476	6	6	6.717234062426834	147.7878483103789	0.0	3256.3355761243356
2975000	-2748.8686324024825	-86.80505408872611	-2662.0635783137564	7	7	4.361955372993327	147.7878483103789	0.0	3256.3355761243356
2976000	-2744.425090793987	-78.94989909193714	-2665.47519170205	6	6	5.715957432598181	147.7878483103789	0.0	3256.3355761243356
2977000	-2747.3004174963826	-77.13614674518719	-2670.1642707511955	6	6	3.0548392989092825	147.7878483103789	0.0	3256.3355761243356
2978000	-2749.75246082906	-79.6763813088659	-2670.076079520194	6	7	3.900347734269314	147.7878483103789	0.0	3256.3355761243356
2979000	-2740.503526840486	-74.6582850552474	-2665.8452417852386	6	6	3.584155415676911	147.7878483103789	0.0	3256.3355761243356
2980000	-2743.6340849960916	-73.93994927667896	-2669.6941357194128	6	6	4.615217451863281	147.7878483103789	0.0	3256.3355761243356
2981000	-2748.3876363452227	-78.78997931864511	-2669.5976570265775	7	6	4.5480894125722795	147.7878483103789	0.0	3256.3355761243356
2982000	-2748.260358040795	-76.13128118540939	-2672.1290768553854	7	5	4.535167497805675	147.7878483103789	0.0	3256.3355761243356
2983000	-2754.4537029453627	-82.43920916739505	-2672.014493777968	7	6	4.057040391986982	147.7878483103789	0.0	3256.3355761243356
2984000	-2740.9872419096596	-76.99182423221512	-2663.9954176774445	6	6	7.765435755873673	147.7878483103789	0.0	3256.3355761243356
2985000	-2742.9378332653487	-71.74234264616553	-2671.195490619183	6	6	7.590963064980205	147.7878483103789	0.0	3256.3355761243356
2986000	-2744.9481049822616	-75.59153428402126	-2669.3565706982404	6	6	2.5255196719827246	147.7878483103789	0.0	3256.3355761243356
2987000	-2744.1172869065813	-73.38926710291074	-2670.7280198036706	6	6	3.5079677310243067	147.7878483103789	0.0	3256.3355761243356
2988000	-2747.1993489922256	-83.80410367196335	-2663.3952453202623	7	6	3.5965107886958205	147.7878483103789	0.0	3256.3355761243356
2989000	-2748.7505400512327	-73.56869358238977	-2675.181846468843	6	6	4.18870392460675	147.7878483103789	0.0	3256.3355761243356
2990000	-2750.6340079256292	-83.66737139657198	-2666.9666365290573	7	6	3.5780368547594414	147.7878483103789	0.0	3256.3355761243356
2991000	-2754.1221385419653	-76.19335631678646	-2677.928782225179	6	6	5.524914422496922	147.7878483103789	0.0	3256.3355761243356
2992000	-2749.654906675978	-75.99654246690793	-2673.65836420907	6	6	6.447668988107154	147.7878483103789	0.0	3256.3355761243356
2993000	-2754.080679695834	-73.17253476126626	-2680.9081449345676	6	6	7.200846559264059	147.7878483103789	0.0	3256.3355761243356
2994000	-2743.899407459008	-74.77709524869988	-2669.1223122103083	6	6	7.527885397646536	147.7878483103789	0.0	3256.3355761243356
2995000	-2746.976341473111	-76.06551930762994	-2670.910822165481	6	6	4.343549711543224	147.7878483103789	0.0	3256.3355761243356
2996000	-2742.9823349450094	-73.38689835387596	-2669.5954365911334	6	6	5.151086514914218	147.7878483103789	0.0	3256.3355761243356
2997000	-2751.148339062099	-80.79276982664196	-2670.3555692354566	6	7	4.936015601897401	147.7878483103789	0.0	3256.3355761243356
2998000	-2741.4737268655017	-77.03015073971855	-2664.4435761257832	6	6	4.145917057716825	147.7878483103789	0.0	3256.3355761243356
2999000	-2754.734737460219	-81.7827304415131	-2672.952007018706	7	6	4.916526960558503	147.7878483103789	0.0	3256.3355761243356
3000000	-2754.423781846556	-81.9496131064171	-2672.474168740139	6	7	3.589399715118452	147.7878483103789	0.0	3256.3355761243356
3001000	-2742.0377628246692	-75.17019940887494	-2666.8675634157944	6	6	4.3908883550196	147.7878483103789	0.0	3256.3355761243356
3002000	-2746.4721731910613	-75.88277504222408	-2670.589398148837	6	6	4.483403586241787	147.7878483103789	0.0	3256.3355761243356
3003000	-2746.812050047828	-72.56731873800759	-2674.2447313098205	6	5	6.7425967148994665	147.7878483103789	0.0	3256.3355761243356
3004000	-2752.6260579794052	-78.96325165672425	-2673.662806322681	6	7	4.990823277289569	147.7878483103789	0.0	3256.3355761243356
3005000	-2755.9610504276034	-79.98808839398686	-2675.9729620336166	6	7	5.375744295559427	147.7878483103789	0.0	3256.3355761243356
3006000	-2749.5532115790256	-69.69903711333595	-2679.8541744656895	6	5	5.306883362264218	147.7878483103789	0.0	3256.3355761243356
3007000	-2750.4818031851555	-71.05818755919296	-2679.4236156259626	6	5	4.167256758322196	147.7878483103789	0.0	3256.3355761243356
3008000	-2743.6078549560734	-69.37760955947479	-2674.2302453965985	6	5	6.090197491032404	147.7878483103789	0.0	3256.3355761243356
3009000	-2767.5850053369713	-90.76002557387491	-2676.8249797630965	7	6	4.648131645390945	147.7878483103789	0.0	3256.3355761243356
3010000	-2747.043658237805	-75.58201068102144	-2671.4616475567836	6	6	5.790153396085444	147.7878483103789	0.0	3256.3355761243356
3011000	-2743.0332776425585	-69.00238507070544	-2674.030892571853	6	5	4.517021925573442	147.7878483103789	0.0	3256.3355761243356
3012000	-2745.0254981880694	-69.40447921721137	-2675.621018970858	6	5	6.423207300495113	147.7878483103789	0.0	3256.3355761243356
3013000	-2745.9261229451167	-71.8753533347633	-2674.0507696103537	6	5	2.906658742074937	147.7878483103789	0.0	3256.3355761243356
3014000	-2746.0125072368437	-76.26919545372937	-2669.743311783114	6	6	3.353396890331665	147.7878483103789	0.0	3256.3355761243356
3015000	-2747.9997118359947	-72.56112027541141	-2675.4385915605835	6	6	3.826801318273397	147.7878483103789	0.0	3256.3355761243356
3016000	-2747.6532187133894	-74.9844050884508	-2672.6688136249386	6	6	3.854195586290216	147.7878483103789	0.0	3256.3355761243356
3017000	-2746.6942977937993	-75.59554235823525	-2671.098755435564	6	6	4.992152225887194	147.7878483103789	0.0	3256.3355761243356
3018000	-2743.4204444621614	-74.5854152807113	-2668.83502918145	6	6	4.491700232549266	147.7878483103789	0.0	3256.3355761243356
3019000	-2744.46858712909	-76.5955618972977	-2667.8730252317923	6	6	3.709188804069317	147.7878483103789	0.0	3256.3355761243356
3020000	-2748.950932102966	-79.54685511321927	-2669.4040769897465	6	7	4.156212509564406	147.7878483103789	0.0	3256.3355761243356
3021000	-2755.9190899052405	-81.82182550727795	-2674.0972643979626	7	6	5.072136051352505	147.7878483103789	0.0	3256.3355761243356
3022000	-2744.0132496279457	-70.97758860203967	-2673.035661025906	6	5	3.5916468808047566	147.7878483103789	0.0	3256.3355761243356
3023000	-2754.139206316117	-75.99851787947131	-2678.1406884366456	7	5	5.718302208397969	147.7878483103789	0.0	3256.3355761243356
3024000	-2748.000791598814	-74.92867137318574	-2673.072120225628	6	6	8.804415520984604	147.7878483103789	0.0	3256.3355761243356
3025000	-2748.599056630741	-73.7472276808341	-2674.851828949907	6	5	4.140504839072347	147.7878483103789	0.0	3256.3355761243356
3026000	-2746.412155254022	-81.97884915453655	-2664.4333060994854	7	6	5.4271446469941305	147.7878483103789	0.0	3256.3355761243356
3027000	-2754.156483106483	-85.96069220125361	-2668.1957909052294	7	6	3.4429908566728984	147.7878483103789	0.0	3256.3355761243356
3028000	-2742.2314263590874	-77.55623797889155	-2664.675188380196	6	6	4.222334591644102	147.7878483103789	0.0	3256.3355761243356
3029000	-2747.519336477603	-76.42606125881764	-2671.093275218785	6	6	5.1192277788956915	147.7878483103789	0.0	3256.3355761243356
3030000	-2742.6200163040835	-76.36332787392665	-2666.256688430157	6	6	5.650897699446503	147.7878483103789	0.0	3256.3355761243356
3031000	-2744.454251396564	-78.39419128901797	-2666.0600601075457	6	6	3.8657951928582763	147.7878483103789	0.0	3256.3355761243356
3032000	-2744.134474957698	-78.82627349454171	-2665.3082014631564	7	6	5.523165779349352	147.7878483103789	0.0	3256.3355761243356
3033000	-2747.4699383655548	-81.13830625204602	-2666.331632113509	6	6	3.2696754439882256	147.7878483103789	0.0	3256.3355761243356
3034000	-2751.096687152437	-80.89390377204568	-2670.2027833803913	6	6	4.747086941824891	147.7878483103789	0.0	3256.3355761243356
3035000	-2748.675745038271	-76.96015912584528	-2671.715585912426	6	6	3.916593620508353	147.7878483103789	0.0	3256.3355761243356
3036000	-2742.4425514848	-76.34137644110515	-2666.1011750436946	6	6	7.684188572522597	147.7878483103789	0.0	3256.3355761243356
3037000	-2742.8867979288434	-75.51118896366896	-2667.3756089651743	6	6	5.023637365441266	147.7878483103789	0.0	3256.3355761243356
3038000	-2749.5092919702897	-78.03940557137379	-2671.469886398916	6	7	7.941318958712914	147.7878483103789	0.0	3256.3355761243356
3039000	-2744.3154139719263	-75.35448825887062	-2668.9609257130555	6	6	5.177364598665882	147.7878483103789	0.0	3256.3355761243356
3040000	-2744.540519001805	-75.63788232624584	-2668.9026366755593	6	6	3.0225071199665443	147.7878483103789	0.0	3256.3355761243356
3041000	-2747.868980947234	-72.70721560711142	-2675.1617653401227	6	6	4.2006182365312785	147.7878483103789	0.0	3256.3355761243356
3042000	-2747.95150098832	-72.46644516340368	-2675.4850558249163	6	6	4.619006155502273	147.7878483103789	0.0	3256.3355761243356
3043000	-2742.0095305894665	-77.20384312081721	-2664.8056874686495	6	6	3.2472279393054664	147.7878483103789	0.0	3256.3355761243356
3044000	-2739.4819778280516	-75.48917086898564	-2663.992806959066	6	6	6.064789569964764	147.7878483103789	0.0	3256.3355761243356
3045000	-2741.854320462658	-78.16614884632506	-2663.688171616333	6	6	4.640642925745446	147.7878483103789	0.0	3256.3355761243356
3046000	-2753.460434522319	-81.47164170654885	-2671.98879281577	7	6	7.201698136000489	147.7878483103789	0.0	3256.3355761243356
3047000	-2752.558948144596	-79.0448656656288	-2673.514082478967	6	6	4.339601560104801	147.7878483103789	0.0	3256.3355761243356
3048000	-2743.6252507164354	-74.58049144978133	-2669.044759266654	6	6	3.3025509668595583	147.7878483103789	0.0	3256.3355761243356
3049000	-2750.7961337545653	-79.64802561602885	-2671.1481081385364	6	6	4.485498576160493	147.7878483103789	0.0	3256.3355761243356
3050000	-2743.7059234089666	-74.01396468191501	-2669.6919587270518	6	6	3.9063820587753293	147.7878483103789	0.0	3256.3355761243356
3051000	-2748.052422970901	-75.67985045158937	-2672.3725725193112	6	6	4.021378756029237	147.7878483103789	0.0	3256.3355761243356
3052000	-2747.2295289379776	-69.40378294563202	-2677.8257459923457	6	5	4.2523986663892135	147.7878483103789	0.0	3256.3355761243356
3053000	-2759.616235862732	-74.43769617588084	-2685.1785396868513	7	5	4.583517413804681	147.7878483103789	0.0	3256.3355761243356
3054000	-2755.1876649522874	-64.46561698200472	-2690.722047970283	6	4	3.590005609525445	147.7878483103789	0.0	3256.3355761243356
3055000	-2759.7456364576556	-70.67367144720889	-2689.0719650104465	6	5	4.949566486845563	147.7878483103789	0.0	3256.3355761243356
3056000	-2757.7944603816622	-74.36681540130903	-2683.4276449803533	6	5	4.56506119332041	147.7878483103789	0.0	3256.3355761243356
3057000	-2763.198056501223	-61.0523416161376	-2702.1457148850855	7	3	5.818342808956001	147.7878483103789	0.0	3256.3355761243356
3058000	-2757.9201106353826	-64.9255989512172	-2692.9945116841654	6	4	2.373994144279898	147.7878483103789	0.0	3256.3355761243356
3059000	-2751.0321323608323	-60.36654872926985	-2690.6655836315626	6	4	3.1753652126121463	147.7878483103789	0.0	3256.3355761243356
3060000	-2752.443879119332	-65.83736698524109	-2686.6065121340907	6	4	3.4449872585778953	147.7878483103789	0.0	3256.3355761243356
3061000	-2749.5854052131476	-62.13331904178496	-2687.4520861713627	6	4	3.9867218524170505	147.7878483103789	0.0	3256.3355761243356
3062000	-2751.415544130013	-61.15328654767549	-2690.2622575823375	6	4	5.10623854113353	147.7878483103789	0.0	3256.3355761243356
3063000	-2754.9381293580736	-60.36014217211344	-2694.5779871859604	6	3	2.1087804827255736	147.7878483103789	0.0	3256.3355761243356
3064000	-2757.381631870712	-64.39309070778664	-2692.9885411629257	6	4	5.190304312379741	147.7878483103789	0.0	3256.3355761243356
3065000	-2755.2368673133374	-70.49638949664316	-2684.7404778166942	6	5	4.273380302469862	147.7878483103789	0.0	3256.3355761243356
3066000	-2750.0648233671245	-66.93453539409612	-2683.1302879730283	6	4	3.5658268092821483	147.7878483103789	0.0	3256.3355761243356
3067000	-2761.010772851724	-65.51743173703247	-2695.4933411146917	6	4	4.420481620126655	147.7878483103789	0.0	3256.3355761243356
3068000	-2763.868655228046	-66.02760456463503	-2697.841050663411	6	3	2.309696419678388	147.7878483103789	0.0	3256.3355761243356
3069000	-2760.0663134869606	-70.22317271047703	-2689.8431407764833	7	3	5.06721201141894	147.7878483103789	0.0	3256.3355761243356
3070000	-2758.210644460428	-66.26382162287459	-2691.946822837553	6	4	4.024867027091809	147.7878483103789	0.0	3256.3355761243356
3071000	-2753.636088830525	-71.11518870904838	-2682.5209001214766	7	4	3.537505139350888	147.7878483103789	0.0	3256.3355761243356
3072000	-2751.1739212515768	-67.24214817335931	-2683.9317730782172	6	4	4.7336985326689325	147.7878483103789	0.0	3256.3355761243356
3073000	-2756.9182177081357	-58.534936353315665	-2698.38328135482	6	3	3.476852967383602	147.7878483103789	0.0	3256.3355761243356
3074000	-2754.6275683394715	-59.653765130739274	-2694.973803208732	6	3	3.474005819484576	147.7878483103789	0.0	3256.3355761243356
3075000	-2758.407115337041	-62.982017218885154	-2695.425098118156	6	3	3.604250960067406	147.7878483103789	0.0	3256.3355761243356
3076000	-2756.170902107106	-56.38887009581935	-2699.782032011287	6	3	5.964528774334186	147.7878483103789	0.0	3256.3355761243356
3077000	-2750.153691492228	-63.478280696947934	-2686.67541079528	6	4	4.911377742782912	147.7878483103789	0.0	3256.3355761243356
3078000	-2747.6373217026435	-66.02211626267044	-2681.615205439973	6	4	4.348206517341291	147.7878483103789	0.0	3256.3355761243356
3079000	-2753.1139000894623	-69.22008829348428	-2683.893811795978	6	4	2.3827104435112156	147.7878483103789	0.0	3256.3355761243356
3080000	-2755.14413773709	-64.37576224711448	-2690.768375489976	6	4	3.607203153104318	147.7878483103789	0.0	3256.3355761243356
3081000	-2755.8446186649435	-57.83524206450532	-2698.0093766004384	6	3	4.194797001436928	147.7878483103789	0.0	3256.3355761243356
3082000	-2749.984573833255	-57.93478379831744	-2692.049790034938	6	3	4.201413777797967	147.7878483103789	0.0	3256.3355761243356
3083000	-2756.220932107765	-58.403086412800505	-2697.8178456949645	6	3	2.8149158896212754	147.7878483103789	0.0	3256.3355761243356
3084000	-2760.497902942363	-63.086128828409436	-2697.4117741139535	6	3	2.8005672950223097	147.7878483103789	0.0	3256.3355761243356
3085000	-2752.3411174579037	-60.04844126816193	-2692.2926761897415	6	3	4.844278525903446	147.7878483103789	0.0	3256.3355761243356
3086000	-2751.1281370851643	-66.11782967541902	-2685.010307409745	6	4	2.5179016949764152	147.7878483103789	0.0	3256.3355761243356
3087000	-2762.244350870267	-76.74094987339153	-2685.503400996876	6	6	3.817002413883598	147.7878483103789	0.0	3256.3355761243356
3088000	-2748.4505270529453	-75.43179538828376	-2673.0187316646616	6	5	2.6659238495922715	147.7878483103789	0.0	3256.3355761243356
3089000	-2755.003025248404	-80.60826721562123	-2674.3947580327826	7	5	4.199914845391824	147.7878483103789	0.0	3256.3355761243356
