it	posterior	prior	BD_lik	k_birth	k_death	RJ_hp	root_age	death_age	tot_length
9252000	-2749.516313902125	-68.09433359414564	-2681.4219803079795	6	5	2.570356896106013	147.7878483103789	0.0	3256.3355761243356
9253000	-2747.654489201674	-76.83041671909633	-2670.824072482578	6	6	6.121623254091824	147.7878483103789	0.0	3256.3355761243356
9254000	-2747.5510200306876	-70.29096489029307	-2677.2600551403943	6	5	5.011678302456747	147.7878483103789	0.0	3256.3355761243356
9255000	-2753.8390628414627	-75.57056510738406	-2678.2684977340787	7	5	3.832900086130099	147.7878483103789	0.0	3256.3355761243356
9256000	-2743.2633084020845	-73.4015851394808	-2669.861723262604	6	5	5.248333814224184	147.7878483103789	0.0	3256.3355761243356
9257000	-2744.994662718159	-72.05448243751404	-2672.9401802806447	6	5	7.875652075272498	147.7878483103789	0.0	3256.3355761243356
9258000	-2741.9789101928172	-74.8943683152146	-2667.0845418776025	6	6	4.389299970879999	147.7878483103789	0.0	3256.3355761243356
9259000	-2740.8892164820827	-74.47429390347932	-2666.414922578603	6	6	4.281280019494625	147.7878483103789	0.0	3256.3355761243356
9260000	-2740.142805832449	-75.6320718680628	-2664.5107339643864	6	6	5.6104886574191575	147.7878483103789	0.0	3256.3355761243356
9261000	-2751.4952526732554	-85.4831309075187	-2666.0121217657365	7	6	3.580019326073308	147.7878483103789	0.0	3256.3355761243356
9262000	-2744.5111668810623	-75.24083094975299	-2669.2703359313095	6	6	3.3244323104987865	147.7878483103789	0.0	3256.3355761243356
9263000	-2745.4832163342144	-76.22855977534186	-2669.2546565588727	6	6	4.014905786073962	147.7878483103789	0.0	3256.3355761243356
9264000	-2742.340483100141	-75.4400838375871	-2666.9003992625535	6	6	3.9508183348558075	147.7878483103789	0.0	3256.3355761243356
9265000	-2745.645767922929	-78.67167984084173	-2666.9740880820873	6	6	3.481934738027742	147.7878483103789	0.0	3256.3355761243356
9266000	-2752.082866546499	-81.19502686388049	-2670.8878396826185	6	6	2.9385915913803053	147.7878483103789	0.0	3256.3355761243356
9267000	-2742.271761793056	-75.36616235222671	-2666.9055994408295	6	6	5.6160828947233	147.7878483103789	0.0	3256.3355761243356
9268000	-2753.0013652963544	-81.72581375864141	-2671.275551537713	6	7	2.1773201455025255	147.7878483103789	0.0	3256.3355761243356
9269000	-2745.6805703663786	-75.78827188337672	-2669.892298483002	6	6	4.175788894489468	147.7878483103789	0.0	3256.3355761243356
9270000	-2743.9524077443307	-75.36199588866813	-2668.5904118556628	6	6	4.218919063353116	147.7878483103789	0.0	3256.3355761243356
9271000	-2752.9308987595628	-79.18746738887214	-2673.743431370691	6	7	7.384629653324115	147.7878483103789	0.0	3256.3355761243356
9272000	-2745.8683337017387	-69.40383800028977	-2676.464495701449	6	5	5.292957849871128	147.7878483103789	0.0	3256.3355761243356
9273000	-2753.835210524533	-75.37569264154439	-2678.4595178829886	6	6	3.343519499877678	147.7878483103789	0.0	3256.3355761243356
9274000	-2753.227943432119	-76.02247430166403	-2677.2054691304547	6	5	6.983944638960808	147.7878483103789	0.0	3256.3355761243356
9275000	-2749.532309571429	-79.27545805675999	-2670.256851514669	7	5	3.3620774911690328	147.7878483103789	0.0	3256.3355761243356
9276000	-2755.1615014444587	-76.37751699074306	-2678.7839844537157	7	5	4.287479624567738	147.7878483103789	0.0	3256.3355761243356
9277000	-2753.338470245293	-69.32519155279005	-2684.0132786925033	6	5	4.756741260827788	147.7878483103789	0.0	3256.3355761243356
9278000	-2756.395779731992	-72.53974661047135	-2683.856033121521	6	5	2.4323383379891075	147.7878483103789	0.0	3256.3355761243356
9279000	-2751.38141973107	-67.0149035143597	-2684.3665162167104	6	5	7.037767067705442	147.7878483103789	0.0	3256.3355761243356
9280000	-2754.5713616547973	-71.4008586558221	-2683.1705029989753	6	5	3.1374473565739542	147.7878483103789	0.0	3256.3355761243356
9281000	-2748.699623315245	-72.54590677995267	-2676.1537165352925	6	5	2.2840791638615507	147.7878483103789	0.0	3256.3355761243356
9282000	-2750.043713575032	-69.77099041340341	-2680.2727231616286	6	5	4.103216093223573	147.7878483103789	0.0	3256.3355761243356
9283000	-2750.3734166025433	-71.10188461125347	-2679.27153199129	6	5	3.0107949418902824	147.7878483103789	0.0	3256.3355761243356
9284000	-2754.4100343520163	-68.30489938918144	-2686.1051349628347	6	5	3.0446764014204923	147.7878483103789	0.0	3256.3355761243356
9285000	-2752.435511071805	-68.41699223381963	-2684.0185188379855	6	5	3.719640394364245	147.7878483103789	0.0	3256.3355761243356
9286000	-2753.92861965524	-75.96388805284565	-2677.9647316023943	6	5	4.451709114868113	147.7878483103789	0.0	3256.3355761243356
9287000	-2750.07579920178	-69.2003562127163	-2680.8754429890637	6	5	4.144792652154825	147.7878483103789	0.0	3256.3355761243356
9288000	-2748.9512232317375	-74.282150247398	-2674.6690729843394	6	5	3.321126400213643	147.7878483103789	0.0	3256.3355761243356
9289000	-2761.468787845769	-76.40219382644592	-2685.066594019323	7	5	3.837411547297031	147.7878483103789	0.0	3256.3355761243356
9290000	-2757.2231100240083	-63.57098120914317	-2693.652128814865	6	4	3.7565485831598684	147.7878483103789	0.0	3256.3355761243356
9291000	-2757.145062151802	-55.152376381404935	-2701.992685770397	6	3	3.8886306476060373	147.7878483103789	0.0	3256.3355761243356
9292000	-2762.2770266184143	-61.36568428114158	-2700.911342337273	6	3	3.0972286978678207	147.7878483103789	0.0	3256.3355761243356
9293000	-2755.990282561731	-58.01698167847889	-2697.9733008832523	6	3	4.676031582780519	147.7878483103789	0.0	3256.3355761243356
9294000	-2759.281509539681	-61.56669433673267	-2697.714815202948	6	4	3.859941510890848	147.7878483103789	0.0	3256.3355761243356
9295000	-2762.542615310173	-67.4089929224625	-2695.1336223877106	6	5	3.1344950297908807	147.7878483103789	0.0	3256.3355761243356
9296000	-2765.626691348804	-61.53337449867446	-2704.093316850129	6	4	5.071347637071011	147.7878483103789	0.0	3256.3355761243356
9297000	-2769.0183148572423	-65.88549348147224	-2703.13282137577	6	5	5.5051679046979185	147.7878483103789	0.0	3256.3355761243356
9298000	-2756.9693077174106	-65.89388686148577	-2691.0754208559247	6	4	3.3320513089512773	147.7878483103789	0.0	3256.3355761243356
9299000	-2765.7668502392653	-75.18342527106172	-2690.5834249682034	6	6	5.5281311313544865	147.7878483103789	0.0	3256.3355761243356
9300000	-2773.316039988077	-78.42820360823944	-2694.8878363798376	6	6	6.105264793904574	147.7878483103789	0.0	3256.3355761243356
9301000	-2772.5161242693375	-82.68782917212928	-2689.8282950972084	6	7	4.495550324820922	147.7878483103789	0.0	3256.3355761243356
9302000	-2765.6391820674203	-62.220664494613345	-2703.418517572807	6	3	4.307790832643168	147.7878483103789	0.0	3256.3355761243356
9303000	-2757.269259572864	-65.36623819067944	-2691.9030213821848	6	4	4.5204273166243905	147.7878483103789	0.0	3256.3355761243356
9304000	-2764.34442085605	-71.56888250603407	-2692.7755383500157	7	4	3.822893088927046	147.7878483103789	0.0	3256.3355761243356
9305000	-2761.952246388412	-63.452362526350996	-2698.499883862061	6	4	3.0897573899519135	147.7878483103789	0.0	3256.3355761243356
9306000	-2756.5507599703114	-69.44817236452948	-2687.102587605782	6	5	6.05776076039636	147.7878483103789	0.0	3256.3355761243356
9307000	-2756.005316282501	-71.07730872174359	-2684.9280075607576	6	5	3.328882239489156	147.7878483103789	0.0	3256.3355761243356
9308000	-2751.4796801759358	-66.14688304240408	-2685.3327971335316	6	4	2.698857065262738	147.7878483103789	0.0	3256.3355761243356
9309000	-2754.1630337037386	-64.47356459390281	-2689.689469109836	6	4	3.5808452616135438	147.7878483103789	0.0	3256.3355761243356
9310000	-2748.6061526732547	-69.33254075788898	-2679.2736119153656	6	4	2.4769059109037492	147.7878483103789	0.0	3256.3355761243356
9311000	-2751.659167082397	-69.48644938143792	-2682.172717700959	6	5	4.7781375860380395	147.7878483103789	0.0	3256.3355761243356
9312000	-2775.1108152332918	-90.88048986758002	-2684.230325365712	8	6	7.04505000636189	147.7878483103789	0.0	3256.3355761243356
9313000	-2752.7312310044304	-71.40413062185942	-2681.3271003825707	6	5	4.051694848841032	147.7878483103789	0.0	3256.3355761243356
9314000	-2755.030132432039	-73.18269458008658	-2681.8474378519522	6	5	3.3806969185137596	147.7878483103789	0.0	3256.3355761243356
9315000	-2746.090795357662	-63.88090461344264	-2682.2098907442196	6	4	3.0297950742356368	147.7878483103789	0.0	3256.3355761243356
9316000	-2751.483041963589	-68.3995771048342	-2683.0834648587547	6	4	2.6622789671809066	147.7878483103789	0.0	3256.3355761243356
9317000	-2745.7689624892355	-62.85249418254722	-2682.9164683066883	6	4	3.108451540892555	147.7878483103789	0.0	3256.3355761243356
9318000	-2753.6260781252377	-65.28375618392073	-2688.342321941317	6	4	2.8166612003451807	147.7878483103789	0.0	3256.3355761243356
9319000	-2761.087253591755	-67.2256100749923	-2693.861643516763	6	4	4.3669023816140715	147.7878483103789	0.0	3256.3355761243356
9320000	-2756.1760425786406	-63.395395646492744	-2692.7806469321476	6	4	3.2507417133263634	147.7878483103789	0.0	3256.3355761243356
9321000	-2747.351486379247	-66.04945331321296	-2681.3020330660343	6	4	4.621881396174019	147.7878483103789	0.0	3256.3355761243356
9322000	-2751.4320091435247	-66.6901923228877	-2684.7418168206373	6	4	3.3731501273325653	147.7878483103789	0.0	3256.3355761243356
9323000	-2754.862239195186	-79.12302857699085	-2675.739210618195	6	6	4.281406491423562	147.7878483103789	0.0	3256.3355761243356
9324000	-2750.65618883622	-78.59502774513264	-2672.0611610910873	6	6	2.820596736933226	147.7878483103789	0.0	3256.3355761243356
9325000	-2753.0249243002027	-72.44474764314648	-2680.580176657056	6	6	6.60270893577156	147.7878483103789	0.0	3256.3355761243356
9326000	-2741.356505281414	-74.77811968313421	-2666.5783855982795	6	6	5.117475541052402	147.7878483103789	0.0	3256.3355761243356
9327000	-2741.900161657587	-76.8726838310943	-2665.0274778264925	6	6	3.157148565233695	147.7878483103789	0.0	3256.3355761243356
9328000	-2751.75965747864	-88.3744396369984	-2663.3852178416414	6	8	5.162037239628134	147.7878483103789	0.0	3256.3355761243356
9329000	-2737.6668506821734	-75.94913387485266	-2661.717716807321	6	6	5.4978808086506925	147.7878483103789	0.0	3256.3355761243356
9330000	-2744.3236035587825	-78.16228983759723	-2666.1613137211853	6	6	2.8386590767412905	147.7878483103789	0.0	3256.3355761243356
9331000	-2740.4882768466177	-77.12669496606955	-2663.3615818805483	6	6	5.276103394945193	147.7878483103789	0.0	3256.3355761243356
9332000	-2744.055961795284	-74.1852134170295	-2669.8707483782546	6	6	4.046879148549287	147.7878483103789	0.0	3256.3355761243356
9333000	-2742.9572172316903	-65.36122980276933	-2677.595987428921	6	5	4.992433949442554	147.7878483103789	0.0	3256.3355761243356
9334000	-2762.465696570021	-80.36320962192583	-2682.1024869480952	7	6	4.7135016026908545	147.7878483103789	0.0	3256.3355761243356
9335000	-2755.65301678046	-69.06847328407721	-2686.5845434963826	6	5	3.6685557872072345	147.7878483103789	0.0	3256.3355761243356
9336000	-2757.450530131019	-66.80756120733969	-2690.6429689236793	6	4	3.533978620105561	147.7878483103789	0.0	3256.3355761243356
9337000	-2748.628649145634	-74.10874162836221	-2674.519907517272	6	6	4.3419707973189	147.7878483103789	0.0	3256.3355761243356
9338000	-2753.5056140339057	-76.90420308756664	-2676.601410946339	6	6	10.506451757653757	147.7878483103789	0.0	3256.3355761243356
9339000	-2754.0186512819387	-75.40781894788668	-2678.610832334052	6	6	2.839328596415873	147.7878483103789	0.0	3256.3355761243356
9340000	-2752.924527581068	-74.0244878462739	-2678.900039734794	6	6	2.4165847439305113	147.7878483103789	0.0	3256.3355761243356
9341000	-2751.235824416751	-77.07751081394761	-2674.158313602803	6	6	3.42532080183892	147.7878483103789	0.0	3256.3355761243356
9342000	-2748.5122738713426	-71.53685405853251	-2676.9754198128103	6	6	4.953834487476311	147.7878483103789	0.0	3256.3355761243356
9343000	-2746.4394639685715	-74.36573674002744	-2672.073727228544	6	6	5.588320855967558	147.7878483103789	0.0	3256.3355761243356
9344000	-2756.8093311003445	-77.70676369187912	-2679.1025674084653	6	6	7.756672369559731	147.7878483103789	0.0	3256.3355761243356
9345000	-2759.246449403032	-76.01971957814388	-2683.226729824888	7	5	4.001537465792481	147.7878483103789	0.0	3256.3355761243356
9346000	-2758.833718308002	-61.77138786692384	-2697.0623304410783	6	4	5.518938724786556	147.7878483103789	0.0	3256.3355761243356
9347000	-2755.296892626777	-69.38852568334042	-2685.9083669434367	6	5	6.812413297131785	147.7878483103789	0.0	3256.3355761243356
9348000	-2747.5350362260356	-73.93753488839587	-2673.5975013376396	6	6	4.287010296617959	147.7878483103789	0.0	3256.3355761243356
9349000	-2752.0454881760293	-74.90619554858982	-2677.1392926274393	6	6	3.705539938338454	147.7878483103789	0.0	3256.3355761243356
9350000	-2755.305576468146	-74.58744805405193	-2680.718128414094	6	6	5.04547288249406	147.7878483103789	0.0	3256.3355761243356
9351000	-2749.6939907250817	-76.14325968680836	-2673.550731038273	6	6	4.936716783480152	147.7878483103789	0.0	3256.3355761243356
9352000	-2750.8551174194918	-75.54323479984899	-2675.311882619643	6	6	5.168022274158331	147.7878483103789	0.0	3256.3355761243356
9353000	-2744.6315724160736	-72.94418248252333	-2671.68738993355	6	6	5.172735066411994	147.7878483103789	0.0	3256.3355761243356
9354000	-2755.6213733984455	-77.53327136349775	-2678.088102034948	6	6	3.7213405367802594	147.7878483103789	0.0	3256.3355761243356
9355000	-2748.995179895408	-71.10796229605725	-2677.8872175993506	6	5	4.111221258060463	147.7878483103789	0.0	3256.3355761243356
9356000	-2746.1737734822354	-70.3575103243983	-2675.816263157837	6	5	2.8118156352299675	147.7878483103789	0.0	3256.3355761243356
9357000	-2747.412316986492	-72.6434180378898	-2674.7688989486023	6	5	4.159626045923703	147.7878483103789	0.0	3256.3355761243356
9358000	-2753.734962392003	-77.79358834872056	-2675.9413740432824	7	5	3.983422281023149	147.7878483103789	0.0	3256.3355761243356
9359000	-2744.156159458904	-66.70354328127908	-2677.452616177625	6	5	5.761751374615727	147.7878483103789	0.0	3256.3355761243356
9360000	-2749.538410002276	-77.03996523555814	-2672.498444766718	6	6	3.4700223505150207	147.7878483103789	0.0	3256.3355761243356
9361000	-2753.0315090368044	-72.19404571602111	-2680.837463320783	6	6	4.37605455554429	147.7878483103789	0.0	3256.3355761243356
9362000	-2753.473058636525	-70.05162575357184	-2683.421432882953	6	5	3.4220124039507454	147.7878483103789	0.0	3256.3355761243356
9363000	-2746.2770878986153	-71.0436629071059	-2675.2334249915093	6	6	4.629028908493472	147.7878483103789	0.0	3256.3355761243356
9364000	-2745.1777954655636	-74.13732396005328	-2671.04047150551	6	6	3.995044713101113	147.7878483103789	0.0	3256.3355761243356
9365000	-2749.100050207751	-75.51649718152035	-2673.5835530262307	6	6	5.507334611018894	147.7878483103789	0.0	3256.3355761243356
9366000	-2754.683990456744	-84.16169007428888	-2670.5223003824553	7	6	6.242464097832565	147.7878483103789	0.0	3256.3355761243356
9367000	-2757.0470612297254	-80.22300775149742	-2676.824053478228	6	6	4.501837513760022	147.7878483103789	0.0	3256.3355761243356
9368000	-2766.7308216274514	-71.82938663447523	-2694.901434992976	6	5	1.9829740806740577	147.7878483103789	0.0	3256.3355761243356
9369000	-2776.126240452794	-80.46232304373517	-2695.6639174090587	8	5	4.655388116028703	147.7878483103789	0.0	3256.3355761243356
9370000	-2757.2947777373683	-67.06421024351532	-2690.230567493853	6	5	4.110035599123562	147.7878483103789	0.0	3256.3355761243356
9371000	-2748.7744577942963	-82.3786972276396	-2666.3957605666565	7	6	6.521606918873891	147.7878483103789	0.0	3256.3355761243356
9372000	-2748.6542318419374	-75.80338170726314	-2672.850850134674	6	6	5.7022897286618655	147.7878483103789	0.0	3256.3355761243356
9373000	-2751.0286749012816	-75.75759308090419	-2675.2710818203773	6	6	6.119593360831713	147.7878483103789	0.0	3256.3355761243356
9374000	-2753.190884366303	-80.90077425185427	-2672.290110114449	6	6	3.4533350593418515	147.7878483103789	0.0	3256.3355761243356
9375000	-2757.2391632942	-76.76032547403692	-2680.478837820163	6	6	2.972585680620483	147.7878483103789	0.0	3256.3355761243356
9376000	-2753.4699117960095	-77.80622037209778	-2675.6636914239116	6	6	2.8430817758507008	147.7878483103789	0.0	3256.3355761243356
9377000	-2750.746426121447	-83.71110523229854	-2667.0353208891484	7	6	5.809100701509049	147.7878483103789	0.0	3256.3355761243356
9378000	-2745.494260675099	-76.36793570845713	-2669.126324966642	6	6	4.918158027044543	147.7878483103789	0.0	3256.3355761243356
9379000	-2745.1158697833093	-76.85813885243012	-2668.257730930879	6	6	4.889490856588395	147.7878483103789	0.0	3256.3355761243356
9380000	-2738.2265844777207	-74.91822520738474	-2663.308359270336	6	6	7.568172316810259	147.7878483103789	0.0	3256.3355761243356
9381000	-2739.8986751632083	-74.04006419176821	-2665.85861097144	6	6	5.2803532045020205	147.7878483103789	0.0	3256.3355761243356
9382000	-2747.849820198303	-85.76819150205351	-2662.0816286962495	7	6	4.599982186271487	147.7878483103789	0.0	3256.3355761243356
9383000	-2751.242473718308	-88.55285320682952	-2662.689620511478	7	7	3.3961178051238936	147.7878483103789	0.0	3256.3355761243356
9384000	-2745.4925136161446	-82.3504000909654	-2663.1421135251794	6	7	5.773933017888179	147.7878483103789	0.0	3256.3355761243356
9385000	-2739.1765172215914	-78.18209113543872	-2660.9944260861525	6	6	3.7411171953849234	147.7878483103789	0.0	3256.3355761243356
9386000	-2738.708463165624	-72.96200164736604	-2665.746461518258	6	6	6.9465213683153575	147.7878483103789	0.0	3256.3355761243356
9387000	-2744.3607263238905	-81.93237122838427	-2662.428355095506	7	6	4.685522517311094	147.7878483103789	0.0	3256.3355761243356
9388000	-2750.8087212969976	-73.86020414444286	-2676.948517152555	6	5	5.254634871646796	147.7878483103789	0.0	3256.3355761243356
9389000	-2743.6867988933504	-71.45597395224355	-2672.2308249411067	6	5	5.161513781484303	147.7878483103789	0.0	3256.3355761243356
9390000	-2752.2011858614997	-73.23649028302451	-2678.964695578475	6	5	3.536219374611295	147.7878483103789	0.0	3256.3355761243356
9391000	-2753.6215735151277	-85.59994080611034	-2668.0216327090175	6	8	6.097833183324584	147.7878483103789	0.0	3256.3355761243356
9392000	-2746.023026636081	-81.0606672033784	-2664.9623594327027	6	6	5.258114840460516	147.7878483103789	0.0	3256.3355761243356
9393000	-2753.9508500721386	-79.79284168776978	-2674.1580083843687	7	6	6.985989772434125	147.7878483103789	0.0	3256.3355761243356
9394000	-2747.4629437079075	-80.02811854433642	-2667.434825163571	7	6	3.1944626958118825	147.7878483103789	0.0	3256.3355761243356
9395000	-2738.021727500369	-73.12987348351908	-2664.8918540168497	6	6	6.5934718629135975	147.7878483103789	0.0	3256.3355761243356
9396000	-2736.8433226478064	-75.72171089922114	-2661.121611748585	6	6	5.407769840184412	147.7878483103789	0.0	3256.3355761243356
9397000	-2742.8920836296124	-76.72265498650854	-2666.169428643104	6	6	3.028431322201345	147.7878483103789	0.0	3256.3355761243356
9398000	-2745.1753772154666	-68.81461498161276	-2676.3607622338536	6	5	4.466525564128957	147.7878483103789	0.0	3256.3355761243356
9399000	-2748.0862777441616	-74.8168018819416	-2673.26947586222	6	6	3.505151763311919	147.7878483103789	0.0	3256.3355761243356
9400000	-2744.429542618359	-72.27186980027774	-2672.157672818081	6	6	3.4304085430332663	147.7878483103789	0.0	3256.3355761243356
9401000	-2748.2866434875596	-76.33195406039889	-2671.9546894271607	7	6	4.024586851901124	147.7878483103789	0.0	3256.3355761243356
9402000	-2744.9288537196626	-71.4597098744322	-2673.4691438452305	6	6	7.866127061735289	147.7878483103789	0.0	3256.3355761243356
9403000	-2757.262990992599	-81.23084077695563	-2676.0321502156435	6	7	7.333135922068408	147.7878483103789	0.0	3256.3355761243356
9404000	-2750.598271375043	-80.4080056630913	-2670.1902657119517	6	7	3.399369407437281	147.7878483103789	0.0	3256.3355761243356
9405000	-2751.3658477974186	-80.72532231010324	-2670.6405254873152	6	7	5.070169816240469	147.7878483103789	0.0	3256.3355761243356
9406000	-2750.346037016648	-75.73745968380892	-2674.608577332839	6	6	8.054468214300282	147.7878483103789	0.0	3256.3355761243356
9407000	-2749.178493484465	-77.98324790601768	-2671.195245578447	6	6	2.7532415814494247	147.7878483103789	0.0	3256.3355761243356
9408000	-2745.790561136498	-72.8800171615591	-2672.910543974939	6	6	5.082928624923293	147.7878483103789	0.0	3256.3355761243356
9409000	-2741.0387621085774	-75.22361932047636	-2665.815142788101	6	6	4.05588829109872	147.7878483103789	0.0	3256.3355761243356
9410000	-2745.684308363217	-78.32561774392076	-2667.3586906192963	6	6	3.0007492414349053	147.7878483103789	0.0	3256.3355761243356
9411000	-2746.1963960233766	-79.34126313675047	-2666.855132886626	6	6	2.6595220271795204	147.7878483103789	0.0	3256.3355761243356
9412000	-2751.010901839011	-82.66495299997644	-2668.3459488390345	7	6	5.747024080101232	147.7878483103789	0.0	3256.3355761243356
9413000	-2759.925476367158	-84.62769338192447	-2675.2977829852334	8	6	5.010944352951874	147.7878483103789	0.0	3256.3355761243356
9414000	-2759.388279561824	-78.44404000976522	-2680.944239552059	7	5	3.8408283223727264	147.7878483103789	0.0	3256.3355761243356
9415000	-2758.6462431652135	-81.42727178390791	-2677.2189713813054	8	5	6.014513297748552	147.7878483103789	0.0	3256.3355761243356
9416000	-2755.7400222812985	-77.8446272581745	-2677.895395023124	7	5	6.040513303610021	147.7878483103789	0.0	3256.3355761243356
9417000	-2752.3289000502373	-74.99433009023835	-2677.334569959999	7	5	4.318269769012219	147.7878483103789	0.0	3256.3355761243356
9418000	-2752.908594772532	-78.32262277102224	-2674.5859720015096	7	6	6.951080529962781	147.7878483103789	0.0	3256.3355761243356
9419000	-2750.6581782778267	-70.80708938563738	-2679.851088892189	6	5	4.883604182942159	147.7878483103789	0.0	3256.3355761243356
9420000	-2752.5968279248095	-76.28996839525655	-2676.306859529553	6	5	5.972356186286765	147.7878483103789	0.0	3256.3355761243356
9421000	-2751.0970069945383	-81.20908373768054	-2669.887923256858	7	6	4.61969627045163	147.7878483103789	0.0	3256.3355761243356
9422000	-2753.16056286719	-77.90916676865828	-2675.2513960985316	7	5	5.825401572843572	147.7878483103789	0.0	3256.3355761243356
9423000	-2748.486825113217	-72.9049247756437	-2675.581900337573	7	5	4.616218735772328	147.7878483103789	0.0	3256.3355761243356
9424000	-2756.4974037813954	-85.17757135354498	-2671.3198324278505	7	6	4.128632433443457	147.7878483103789	0.0	3256.3355761243356
9425000	-2751.1732556467414	-69.28725228399038	-2681.886003362751	6	5	3.594377171048411	147.7878483103789	0.0	3256.3355761243356
9426000	-2749.750851551665	-75.48153229998428	-2674.269319251681	6	6	4.119177622083923	147.7878483103789	0.0	3256.3355761243356
9427000	-2744.8109118672864	-73.10390257071364	-2671.707009296573	6	6	4.89396492978744	147.7878483103789	0.0	3256.3355761243356
9428000	-2748.765929503878	-68.81463673707489	-2679.951292766803	6	5	3.648715198797526	147.7878483103789	0.0	3256.3355761243356
9429000	-2746.890965763154	-69.40805493018564	-2677.482910832968	6	5	3.178344691598893	147.7878483103789	0.0	3256.3355761243356
9430000	-2751.5307358882446	-79.14336145520245	-2672.387374433042	7	6	4.635433767421082	147.7878483103789	0.0	3256.3355761243356
9431000	-2749.413682218382	-76.77011236696957	-2672.6435698514124	7	6	3.8691800564854817	147.7878483103789	0.0	3256.3355761243356
9432000	-2747.223128793125	-75.53481963612623	-2671.688309156999	6	5	3.9220456816841827	147.7878483103789	0.0	3256.3355761243356
9433000	-2753.6137364895735	-78.03491324343626	-2675.5788232461373	6	6	4.952866502639916	147.7878483103789	0.0	3256.3355761243356
9434000	-2745.8333886284167	-75.6155179341551	-2670.217870694262	6	6	5.165063932604308	147.7878483103789	0.0	3256.3355761243356
9435000	-2747.857619597773	-81.74189479386521	-2666.1157248039076	7	6	5.658043442397099	147.7878483103789	0.0	3256.3355761243356
9436000	-2745.787887498098	-80.1469536350296	-2665.6409338630683	6	6	3.0983474138361347	147.7878483103789	0.0	3256.3355761243356
9437000	-2745.346746793535	-73.24583636534543	-2672.1009104281898	6	6	4.479794648173799	147.7878483103789	0.0	3256.3355761243356
9438000	-2747.432942927495	-68.57237551482167	-2678.8605674126734	6	5	3.420989824387406	147.7878483103789	0.0	3256.3355761243356
9439000	-2745.3941985093525	-69.72944644119995	-2675.6647520681527	6	5	5.027842529517537	147.7878483103789	0.0	3256.3355761243356
9440000	-2745.9125130207167	-70.13732371399217	-2675.7751893067243	6	5	3.9646548911180615	147.7878483103789	0.0	3256.3355761243356
9441000	-2764.0703834208816	-80.07506265841118	-2683.9953207624703	6	6	5.229911919958788	147.7878483103789	0.0	3256.3355761243356
9442000	-2742.740861377507	-74.95246707927662	-2667.7883942982303	6	6	4.179229085813319	147.7878483103789	0.0	3256.3355761243356
9443000	-2745.028431247027	-73.38817058836362	-2671.6402606586635	6	6	4.498143587388949	147.7878483103789	0.0	3256.3355761243356
9444000	-2743.2251906185147	-77.27650847873088	-2665.9486821397836	6	6	3.375163567107724	147.7878483103789	0.0	3256.3355761243356
9445000	-2744.87907256024	-71.63773894196959	-2673.2413336182703	6	5	5.335110484796523	147.7878483103789	0.0	3256.3355761243356
9446000	-2754.105613651575	-74.65035293014665	-2679.455260721428	6	5	5.336669489408394	147.7878483103789	0.0	3256.3355761243356
9447000	-2745.7061259480743	-71.64832019713836	-2674.057805750936	6	5	6.310920515279012	147.7878483103789	0.0	3256.3355761243356
9448000	-2745.3788063438155	-79.66590826980534	-2665.7128980740104	6	6	7.598594751219999	147.7878483103789	0.0	3256.3355761243356
9449000	-2753.032125550361	-82.39954706581763	-2670.632578484543	7	6	4.7858578543476895	147.7878483103789	0.0	3256.3355761243356
9450000	-2748.0135715627057	-74.8480304287949	-2673.1655411339107	6	6	3.5821542730645453	147.7878483103789	0.0	3256.3355761243356
9451000	-2745.085429379334	-75.57874392792436	-2669.50668545141	6	6	5.551442185962324	147.7878483103789	0.0	3256.3355761243356
9452000	-2747.7237904692656	-74.43908071657864	-2673.284709752687	6	6	4.379694581986319	147.7878483103789	0.0	3256.3355761243356
9453000	-2743.090946296196	-75.1850235203591	-2667.9059227758366	6	6	4.586294808505248	147.7878483103789	0.0	3256.3355761243356
9454000	-2743.88344564375	-75.53526411903229	-2668.3481815247173	6	6	8.789095283947331	147.7878483103789	0.0	3256.3355761243356
9455000	-2745.1491722885044	-73.41384493140744	-2671.735327357097	6	6	3.353997855881608	147.7878483103789	0.0	3256.3355761243356
9456000	-2746.1691787920076	-77.24286069777187	-2668.9263180942357	6	6	2.755444595883317	147.7878483103789	0.0	3256.3355761243356
9457000	-2745.348479650012	-72.49026251555367	-2672.8582171344583	6	6	5.714397778038835	147.7878483103789	0.0	3256.3355761243356
9458000	-2746.649491241463	-75.54358443176056	-2671.105906809702	6	6	6.149552121782933	147.7878483103789	0.0	3256.3355761243356
9459000	-2745.721907150612	-79.17621226038311	-2666.545694890229	6	6	3.538620183335038	147.7878483103789	0.0	3256.3355761243356
9460000	-2745.094756517704	-77.0907285469502	-2668.0040279707537	6	6	5.625218488498067	147.7878483103789	0.0	3256.3355761243356
9461000	-2753.899146197846	-75.91912082631447	-2677.9800253715316	7	5	3.7423401984674936	147.7878483103789	0.0	3256.3355761243356
9462000	-2751.744234395315	-73.85593816519159	-2677.888296230123	6	6	3.70002446655855	147.7878483103789	0.0	3256.3355761243356
9463000	-2747.9185223314475	-76.75866223997207	-2671.1598600914754	6	6	5.029921402845773	147.7878483103789	0.0	3256.3355761243356
9464000	-2756.9440160372355	-74.91212634146969	-2682.031889695766	6	6	3.5465036295035235	147.7878483103789	0.0	3256.3355761243356
